Edad,Ingreso_Anual,Deudas_Activas,Puntaje_Credito,Aprobado
20,50484,3,523,1
68,65610,3,409,1
36,70807,4,653,1
62,70907,0,383,0
44,77389,2,365,1
22,45835,2,687,0
34,73790,3,434,0
48,96960,4,385,0
62,29643,0,383,0
51,95846,4,526,1
45,38951,3,559,1
35,35233,3,319,1
44,33200,2,334,0
47,72275,1,742,1
28,96068,0,569,1
20,41291,0,705,0
48,62448,1,807,1
41,50580,3,603,0
35,41346,4,584,1
60,30619,0,847,0
63,21766,1,328,0
60,23549,2,690,1
26,38693,2,715,1
33,82019,3,441,1
48,68328,0,640,1
38,97701,4,544,0
38,45301,0,304,1
21,64763,2,748,0
60,40765,0,565,1
64,64787,2,790,0
34,27425,1,538,0
22,32857,1,549,1
30,72771,2,590,0
65,42444,4,842,0
49,61457,4,378,0
59,99741,0,820,0
37,20704,2,749,0
67,25452,3,443,0
21,58862,4,419,1
51,81471,4,475,1
27,89217,1,369,1
41,38300,4,502,1
25,29566,4,479,1
31,27501,4,409,0
66,21845,2,723,0
59,59181,2,802,1
55,77263,1,705,1
34,98766,0,390,0
47,83038,4,593,0
68,54404,0,692,1
64,42564,2,336,1
37,77435,4,816,1
21,38227,0,615,0
32,67475,0,471,1
64,37215,3,705,1
34,91074,2,561,1
39,41699,1,783,1
48,32454,1,326,1
61,68217,3,794,1
48,41711,0,354,0
22,35059,3,548,0
38,68398,3,572,1
22,21286,2,558,1
33,54297,4,490,1
59,46485,0,745,1
23,79967,1,801,1
30,74583,1,692,1
50,71630,3,707,0
62,47086,3,408,0
51,36484,3,402,1
46,88623,0,525,0
49,79263,3,652,1
62,38675,3,459,0
21,80664,4,703,1
68,44680,0,623,1
28,37077,2,444,0
47,58174,2,764,1
50,96968,4,431,1
53,23491,1,392,0
34,66126,2,572,0
67,23392,0,833,1
44,82257,1,493,0
55,87804,3,469,1
27,58400,0,759,0
28,56551,1,310,0
56,48088,2,480,0
67,45465,3,531,0
64,68155,3,328,0
58,25969,0,831,1
51,28981,3,304,0
36,41032,1,845,0
54,74091,4,439,0
56,44408,2,327,1
38,44241,0,397,1
63,67940,4,561,1
48,71105,4,318,0
26,81050,0,311,1
47,23657,1,836,1
28,41230,2,824,1
47,38680,0,764,0
25,62340,4,558,1
48,55950,4,323,0
36,98515,0,307,0
35,27867,4,527,0
42,98542,0,675,0
50,24329,0,422,0
22,55865,2,389,1
40,86940,0,755,1
45,57869,4,523,1
55,86905,3,556,0
61,86252,2,814,1
56,99386,4,447,1
41,21711,4,686,0
61,45801,2,737,1
31,73270,2,336,1
61,91622,4,405,0
32,75535,3,531,0
30,96759,1,445,0
35,36220,4,316,1
27,33392,2,458,0
59,22246,0,581,0
59,40010,0,577,0
64,88358,2,424,1
21,37234,2,719,0
49,69451,1,619,1
49,95205,2,781,1
31,41784,0,623,1
29,49672,3,694,1
63,21082,2,485,0
30,31148,1,765,1
34,47494,3,356,1
35,95093,1,757,1
36,71952,3,507,1
45,56719,2,373,1
21,68737,0,783,0
69,79453,3,384,0
31,59536,4,313,0
45,70604,1,348,0
42,70833,3,725,1
37,34039,1,658,0
51,87839,0,541,0
68,67931,1,352,1
57,59925,1,368,1
66,71003,4,355,1
22,68897,1,755,1
57,62287,3,554,1
22,53012,1,304,1
49,61783,2,351,0
20,88315,1,628,1
49,66491,2,397,0
64,78584,1,460,1
51,32803,1,705,1
47,69625,3,626,1
40,33698,2,542,1
65,54560,2,803,1
32,35376,4,666,1
46,33117,1,741,0
55,76381,1,453,0
26,57956,3,533,0
41,68786,4,632,0
29,86480,4,794,0
58,51695,3,414,1
34,21511,2,668,0
34,73233,0,632,1
23,42502,3,429,0
51,70010,2,477,1
42,93905,4,394,0
25,66489,3,616,1
43,51949,0,400,1
39,88376,1,495,0
56,99587,3,507,0
39,87310,0,772,0
31,98798,0,307,1
52,89407,3,435,1
47,93809,2,560,1
27,37229,3,446,0
20,47385,4,757,0
56,62176,0,737,0
41,23260,0,712,0
25,23145,1,799,0
40,27802,0,531,0
51,22263,1,400,1
54,46913,0,446,0
34,77788,0,806,0
24,28155,3,403,1
65,20922,3,635,1
69,92231,4,745,1
67,40672,2,743,0
25,58526,4,417,1
44,65344,0,816,1
65,39014,4,830,0
59,93352,3,387,0
48,60324,0,775,1
26,58698,0,784,1
59,97169,4,594,0
32,43384,1,680,0
57,23512,2,582,1
37,26066,4,455,0
21,51500,4,479,1
27,98743,2,386,0
30,99858,0,705,1
52,74800,0,795,0
57,83140,1,566,0
67,22387,4,363,1
46,76160,2,418,0
39,79241,4,640,0
31,93567,3,612,1
62,21799,4,462,0
50,55548,4,804,0
46,53895,3,592,0
51,60379,3,676,1
29,65414,2,841,1
22,93071,0,700,1
64,88344,1,699,1
46,98591,3,698,0
54,24297,0,786,0
50,25008,2,814,1
34,36820,4,323,1
35,91548,2,358,1
32,42253,2,539,1
68,49202,3,610,0
54,49236,1,620,1
30,87156,3,780,1
40,80263,4,713,0
30,94855,3,621,0
49,36575,4,701,1
67,32204,3,358,1
54,31952,1,352,1
41,71142,0,363,1
57,53872,1,418,1
50,49376,3,585,0
33,86084,2,317,1
43,31640,0,304,0
69,46437,2,691,1
68,27903,1,459,1
51,46863,0,441,1
55,63381,3,696,0
51,48548,2,317,1
34,69956,3,413,1
62,94526,4,833,1
54,31467,0,831,0
22,77954,2,760,0
35,43901,1,585,1
24,75983,1,304,1
40,43301,1,428,0
29,89903,1,798,1
38,36204,2,575,1
44,39755,4,382,0
23,79817,1,417,0
48,22093,1,328,0
38,89537,1,657,0
62,42940,4,456,0
21,93346,0,330,1
29,64040,1,585,0
62,57322,1,635,0
44,29236,1,612,0
39,92597,0,422,1
67,23902,1,670,0
38,54364,0,613,1
42,40096,0,327,0
43,32020,3,454,0
30,78473,3,529,1
65,64153,1,848,1
53,61277,2,305,1
47,58502,3,772,1
24,35675,3,617,0
24,44365,2,524,1
40,98229,4,332,1
31,72148,1,388,1
69,88078,4,633,0
23,90902,4,339,0
68,46465,0,674,1
61,52286,0,597,1
39,74795,1,692,0
57,60178,2,317,0
44,99183,0,826,0
33,69986,3,431,1
30,63201,1,589,0
51,63315,4,508,0
30,95396,1,626,1
37,75178,0,802,0
46,30745,2,578,0
37,92354,4,681,0
42,99637,2,608,0
30,25028,1,576,0
40,68566,2,375,0
63,63722,2,597,0
24,94974,1,677,1
42,59879,4,732,0
60,44767,2,411,1
44,88099,2,371,0
60,68657,1,616,0
29,28498,3,320,1
41,93667,2,487,0
38,45107,0,420,0
20,48793,4,641,1
26,22696,2,603,1
23,73839,1,746,1
20,43397,0,795,1
34,27704,1,820,0
59,36442,2,484,1
31,83788,0,631,1
41,29765,4,649,0
41,30002,4,619,1
69,31390,4,836,0
66,64436,3,711,1
36,26641,1,455,0
48,53709,2,832,1
65,59309,0,801,0
33,35624,1,785,1
69,29966,2,453,0
39,54189,3,367,0
69,91301,2,791,1
67,37223,1,340,1
52,98183,2,826,0
62,24959,0,468,1
34,47257,3,411,0
31,70802,0,762,1
59,47215,3,351,1
39,75046,3,554,1
49,54094,2,457,1
57,58669,0,599,1
22,56126,3,726,0
47,99036,3,606,1
45,36772,2,398,1
49,68586,1,420,0
32,71943,1,329,0
32,88868,4,529,1
21,69855,4,553,1
56,42218,3,703,0
68,77205,1,793,1
57,24959,3,330,0
21,65134,0,461,1
55,45874,1,731,1
45,21301,1,455,0
30,78017,1,622,0
27,63319,4,490,1
63,42455,2,475,1
59,24112,2,816,1
62,77033,4,823,1
41,78360,4,638,1
39,52145,4,618,1
27,52735,2,410,1
48,92781,3,772,1
59,87641,4,316,1
45,41711,3,519,1
49,25630,3,786,0
36,85488,0,604,1
39,23206,2,816,0
35,76289,3,428,0
65,38953,2,323,0
62,30068,2,840,1
26,98930,0,431,0
35,75916,2,620,0
64,21067,3,796,0
66,70658,1,681,0
67,72165,3,515,1
46,29859,3,842,0
42,49164,2,310,0
43,40773,3,381,1
28,77295,1,455,0
54,53939,2,465,0
39,68599,4,507,1
56,26114,3,323,1
61,32818,3,631,0
36,29335,0,818,0
66,75008,4,810,1
50,91745,4,540,0
27,63148,1,480,1
34,23577,4,592,1
50,93916,0,382,1
49,24076,1,389,1
65,52925,4,738,0
39,71869,1,842,0
58,79314,4,492,1
31,61205,4,787,1
68,31095,4,648,1
36,76680,3,388,1
61,48400,4,422,1
49,87346,3,673,0
48,48562,2,346,0
38,60663,0,732,0
65,38510,1,445,0
30,81608,1,302,1
53,92489,2,829,1
69,72182,4,613,1
26,46883,0,626,1
63,91427,2,380,0
53,55844,2,452,1
39,38728,1,701,0
69,31094,3,787,1
57,22407,3,366,0
43,75412,4,388,1
29,32644,4,434,0
51,80746,2,501,1
34,72748,4,727,0
56,79021,3,478,0
39,82651,0,638,0
22,56807,1,378,1
56,54072,3,832,1
59,58398,4,677,1
27,48669,1,464,1
59,50161,1,839,0
63,27282,2,454,1
42,46539,4,422,0
59,23307,2,501,0
30,37745,1,339,1
65,59433,2,468,0
27,54555,4,369,0
48,21073,3,629,1
49,52683,0,739,1
29,45741,3,698,1
58,42286,1,792,0
47,23599,3,653,1
68,47293,2,627,1
55,35389,4,797,1
32,32318,3,718,1
51,68875,3,802,1
55,23055,4,838,0
56,26320,2,644,1
45,24642,0,676,1
41,29321,3,594,0
23,99968,1,587,1
50,79618,2,553,1
37,46044,2,733,1
57,41971,3,800,0
43,45727,4,384,0
42,42559,3,820,0
41,93820,3,812,1
21,47476,4,815,0
50,82683,1,815,0
30,30991,4,796,1
47,90047,3,461,0
65,30796,0,826,1
51,23881,4,664,1
24,35668,1,843,1
57,54312,4,724,1
29,48106,4,663,1
59,35729,2,407,1
65,90320,2,313,1
43,74913,3,322,0
54,77026,3,620,0
63,79402,4,809,1
67,57282,0,340,1
42,94638,3,603,1
36,58218,4,714,1
20,37950,4,749,0
50,79739,4,693,0
50,24507,4,664,0
61,66303,4,728,1
61,99059,2,451,0
53,44667,1,558,0
28,23992,1,522,1
41,93563,4,565,0
32,45530,3,529,1
44,35305,0,738,0
67,72129,4,449,1
37,72044,0,756,0
31,78817,2,435,0
59,66666,1,698,1
36,46173,2,442,1
34,38909,3,369,0
61,83967,3,353,1
34,51007,4,702,1
34,32985,3,326,0
58,42525,3,598,1
32,57403,2,619,0
36,57193,0,744,0
51,23830,1,397,0
28,76144,3,425,0
59,20533,3,357,0
39,40946,2,476,0
45,43504,1,584,0
46,75715,2,326,1
40,48255,0,750,1
37,76441,2,622,1
32,56855,1,549,0
35,61721,1,669,1
28,61850,3,389,0
31,54723,0,430,0
63,55739,4,824,1
57,25539,3,328,1
38,93029,2,843,0
26,84509,2,385,0
54,41311,1,357,1
67,89180,1,356,1
37,55934,1,693,0
35,29511,4,324,1
58,20183,4,489,0
23,29475,3,375,1
44,83130,4,670,0
51,79577,1,805,0
59,46008,3,482,0
32,96868,3,453,1
64,67941,0,568,0
36,62756,4,577,1
68,90258,2,639,1
56,47912,2,322,1
25,70659,0,731,0
38,66840,1,825,0
32,58623,0,642,0
45,83303,1,351,0
33,66062,4,638,1
50,76690,4,340,1
23,97582,3,817,0
58,43634,3,706,0
27,24090,3,437,1
44,65266,3,398,1
32,50008,2,640,1
51,78704,3,615,0
57,82866,3,841,0
57,28382,3,524,1
47,67774,1,560,0
49,94570,3,546,1
22,94062,0,378,0
47,66698,3,772,1
22,21110,3,376,1
64,20386,2,561,0
53,78513,3,301,0
35,67801,1,316,1
41,91857,4,643,0
51,51566,3,311,1
57,52521,3,306,0
27,43798,3,545,0
27,33565,2,456,1
25,43027,4,473,1
33,25631,2,786,0
51,76878,2,580,0
54,65206,2,608,1
29,78582,1,536,1
22,78334,4,456,0
31,92323,1,550,0
68,73619,1,520,0
50,46875,4,637,1
48,44514,1,522,1
24,42580,4,510,0
44,24288,3,636,1
60,26734,2,433,0
50,59008,1,794,1
40,69349,4,846,0
39,27814,0,482,1
58,63154,1,460,1
41,27851,1,686,1
23,21600,4,496,1
32,76614,0,783,1
64,92402,0,801,1
61,23692,3,788,0
69,78027,1,651,0
68,40373,2,829,1
39,82805,1,533,1
32,34507,2,708,1
36,82931,2,575,0
55,95499,4,758,1
52,91642,1,752,0
20,92869,4,712,0
34,59423,3,317,1
32,86600,2,371,0
36,61848,0,677,0
43,26820,2,654,1
27,28512,3,450,0
69,56725,2,560,1
46,71534,4,379,1
64,59776,1,405,1
42,80945,0,822,1
65,67455,4,702,1
27,72433,1,429,1
27,29711,0,470,1
45,79262,3,705,0
66,29597,2,332,0
32,80067,0,835,1
58,68022,3,496,1
56,38782,1,345,1
68,71782,0,573,1
47,92144,3,432,1
44,75013,1,563,1
35,92036,4,666,0
21,55342,2,304,0
37,40977,3,568,1
36,77396,4,720,0
49,70021,1,645,1
58,89057,0,368,1
32,86836,2,657,1
51,47075,1,685,1
69,50802,3,624,1
48,97761,2,780,0
65,97017,4,478,1
49,75822,2,555,0
37,71603,4,718,0
32,55592,1,510,0
62,76006,0,666,1
40,46269,2,465,1
49,70138,0,513,0
40,82398,0,828,0
67,39874,2,472,1
36,77228,2,428,0
59,82670,0,302,0
38,27925,3,369,1
34,23107,3,351,0
28,47617,2,736,0
29,94258,0,677,0
63,70075,0,393,1
50,42631,1,385,1
42,82444,0,817,1
49,27883,3,729,1
52,39708,1,342,0
28,66221,3,669,0
66,37197,4,703,0
20,41134,2,602,1
63,53550,4,481,1
54,34642,2,468,1
30,40439,3,502,0
53,44583,3,842,0
35,99538,4,401,0
28,82014,2,645,1
51,39523,2,741,0
34,90543,1,549,1
31,96830,0,482,0
52,65538,1,601,1
64,67310,3,579,0
33,30908,4,388,0
27,77290,2,724,0
27,73634,1,584,0
46,32699,4,429,0
31,86912,4,547,1
20,34255,0,488,0
62,99183,2,390,0
59,80282,4,464,1
61,78249,2,847,1
30,58176,1,629,0
58,28163,4,840,1
62,74210,4,379,1
50,91979,1,468,0
36,98860,2,844,1
52,41143,2,392,0
51,24920,4,678,0
48,57996,1,508,1
40,31748,3,493,0
40,67252,2,563,0
59,83179,3,546,1
42,26450,4,747,1
25,72756,3,820,1
41,70235,3,778,1
69,20020,2,576,1
57,29664,4,428,1
56,86635,3,601,0
64,43225,2,813,0
27,88173,3,659,0
60,60225,2,656,0
68,30807,4,765,0
54,26402,1,471,1
30,24521,2,387,0
43,83165,2,799,0
68,28382,3,382,1
40,35065,4,816,1
21,34425,0,621,1
59,33111,0,764,1
38,60799,1,440,1
58,73257,4,435,1
47,81177,2,629,1
36,57851,0,694,1
25,28816,1,455,1
38,97853,4,338,1
57,22175,1,581,1
47,31341,0,837,0
21,83908,3,843,1
57,45654,3,345,1
56,80895,4,543,1
23,79696,1,846,0
41,77889,2,749,0
45,50194,0,577,0
68,54837,3,705,1
62,88894,3,345,1
55,61576,1,819,0
32,39727,3,570,1
51,54579,1,537,0
36,36555,0,466,0
60,73294,1,675,0
55,69777,3,500,1
65,25906,1,531,1
38,60751,3,745,0
54,89599,4,717,1
65,94180,3,453,1
59,93678,3,667,0
47,51644,3,386,1
20,53521,4,829,1
61,31564,2,353,0
37,90640,3,341,1
67,47299,2,648,0
59,67958,0,529,1
52,76078,1,735,1
31,33421,2,440,0
27,31202,0,587,1
43,62185,1,621,1
35,23685,3,741,1
69,62637,3,466,0
23,38366,3,762,1
57,44276,4,755,1
63,68239,4,372,0
46,95214,4,569,0
28,44575,4,518,1
66,61401,0,846,1
35,61230,0,482,0
31,99424,3,377,1
50,88617,1,607,0
43,43021,4,627,0
33,29449,1,720,1
64,35657,0,535,1
44,55059,4,761,0
53,21532,0,838,1
22,70805,0,337,1
43,57756,2,725,1
61,91880,0,733,1
28,94642,3,658,0
45,54206,0,330,1
39,72168,4,504,0
59,95188,3,480,1
29,44550,0,339,0
38,26389,3,722,0
22,55847,0,456,0
43,99239,3,467,1
24,38642,1,381,0
22,56509,2,401,1
46,99417,3,388,1
35,69237,4,644,0
68,35414,2,609,0
34,83176,2,739,1
54,99865,0,458,0
31,82059,3,413,0
60,69150,2,835,0
63,61091,4,462,0
45,93124,4,585,0
66,20903,4,354,1
53,74235,0,332,0
42,78565,1,495,1
50,75342,3,747,0
69,62723,2,391,1
39,55572,3,527,0
31,37610,2,585,1
42,54052,0,534,1
23,57550,3,401,0
42,74033,0,439,0
67,49011,0,565,0
67,54764,3,641,0
20,73533,3,834,1
44,44064,2,822,0
21,69581,4,315,1
49,48702,0,635,0
22,28631,1,689,1
40,90043,2,469,0
44,86063,2,418,0
39,48981,4,341,1
68,55764,4,309,1
41,70513,0,729,1
40,86198,2,767,1
52,44940,2,348,1
57,91792,1,506,1
34,48432,0,813,0
65,28367,0,509,0
34,45511,4,438,1
65,28573,0,336,1
44,35582,1,517,1
40,25378,0,755,0
43,85296,3,811,1
24,33500,3,577,1
25,85841,1,479,1
68,41881,4,816,0
62,90233,2,429,1
67,71542,0,658,1
63,85285,4,303,1
66,79547,4,382,1
42,82151,0,453,1
23,27222,2,805,0
46,27933,0,808,1
37,98437,2,396,1
40,26940,1,581,0
47,79145,2,837,0
54,63610,4,728,0
41,77520,1,842,1
59,24544,3,425,1
42,74812,1,600,0
22,91610,2,842,1
59,71500,1,666,1
69,59618,1,344,1
29,45444,3,792,1
44,76586,2,615,1
68,44789,4,488,0
27,21617,1,351,1
30,23333,0,631,1
24,60002,4,798,0
64,83620,1,617,1
56,20511,4,709,0
64,57850,0,622,1
57,51786,4,529,1
48,94356,4,643,1
24,56244,0,670,1
28,94714,0,591,1
67,87261,0,736,1
21,38477,3,546,1
20,66533,0,518,0
59,54469,4,833,1
49,28496,0,818,1
30,32270,1,771,0
47,96008,0,649,1
63,40724,0,343,0
31,50416,2,364,1
58,55575,4,545,0
45,96614,4,370,0
32,93108,1,457,0
27,37408,3,774,0
47,39359,2,324,0
49,28698,1,522,0
28,90392,1,459,0
58,59492,4,374,0
50,94781,2,437,1
40,63634,4,778,0
66,62864,3,602,1
53,57355,4,686,1
50,57690,0,771,0
44,57814,4,633,0
31,51645,0,608,1
20,92739,1,827,1
41,76630,3,839,0
59,68171,0,462,0
56,41658,3,354,0
66,35797,4,754,1
20,78799,4,604,1
20,72236,1,401,0
61,26265,4,687,0
61,92134,0,507,0
40,73494,1,614,1
34,72268,3,348,1
36,46998,1,817,1
41,81339,3,447,0
57,34306,2,510,1
54,84006,0,671,0
64,67345,0,346,1
35,31885,3,798,0
27,63826,4,454,1
66,75597,4,529,0
36,27443,2,599,1
36,37084,3,457,0
45,24383,2,546,0
32,54361,3,450,0
36,81331,2,598,1
57,40529,3,353,0
36,78574,0,522,0
67,50932,2,766,0
33,21908,2,785,0
64,50358,3,743,0
25,50412,1,437,0
54,22928,1,591,0
65,85158,0,509,0
33,50632,4,510,1
66,52309,4,687,0
27,29280,0,695,1
34,60449,4,423,0
46,46957,3,423,1
32,56895,1,367,0
68,90499,0,774,1
50,41695,3,657,0
54,94893,0,755,0
25,83123,1,645,0
24,45176,4,820,0
41,38409,3,797,0
68,76967,1,627,0
42,20987,0,629,1
44,74462,2,726,0
53,87501,3,742,0
45,46015,0,394,1
66,86404,0,750,1
24,70281,1,616,0
45,57146,0,786,1
39,68231,3,304,0
25,49032,3,670,0
25,48305,0,487,0
69,74306,1,325,0
37,38318,3,461,0
23,33246,2,429,0
36,53844,4,832,0
33,52602,1,709,1
33,41584,1,372,1
32,35169,4,532,1
26,45968,4,405,1
63,26385,3,308,1
34,93758,0,349,1
38,45444,0,821,1
62,82497,2,741,0
66,25362,0,335,0
63,28250,2,501,1
54,88354,2,417,0
36,56368,1,468,0
54,64109,1,811,0
38,77645,3,529,1
39,76997,4,449,0
55,47426,4,507,0
54,59023,2,360,0
51,79267,4,416,1
67,44892,2,538,0
63,79232,4,347,0
59,79225,3,747,1
43,36007,1,767,1
36,99777,1,592,1
26,64858,2,724,1
62,65073,4,816,0
69,40239,0,504,1
20,82969,3,479,0
54,33065,4,828,1
51,61291,0,389,0
55,58805,3,799,0
32,38443,3,407,0
25,29290,1,489,0
33,20211,2,479,0
56,39072,4,319,1
67,63290,3,658,1
34,35115,4,306,0
66,25149,3,621,0
23,61992,1,567,1
59,37716,2,726,1
35,33621,0,595,0
47,26820,0,812,1
35,62800,1,686,1
23,75043,3,563,0
64,50399,1,389,0
45,34002,2,787,0
47,63098,0,560,1
51,65511,4,787,0
64,73243,0,640,0
21,48750,2,628,1
50,37310,3,700,0
22,75398,1,656,1
27,95207,0,798,0
43,64345,0,734,1
34,71843,4,418,1
62,30222,1,346,1
50,51509,4,467,0
28,20386,4,647,0
58,84334,3,803,1
64,87170,0,838,0
21,60878,1,595,1
27,89669,3,812,1
26,58349,3,473,1
63,41952,3,694,0
58,41529,2,829,1
61,91303,2,602,1
35,61521,3,501,0
54,38383,2,832,1
49,24901,1,455,0
29,62889,0,313,1
57,34633,1,319,1
37,82244,0,756,0
69,39163,2,472,0
24,79019,1,744,0
48,30707,4,421,1
58,65101,3,796,1
53,64706,0,483,0
62,97084,0,348,1
64,35115,4,480,1
42,95379,4,693,1
24,59979,3,692,1
49,60641,2,647,0
25,89377,1,775,1
65,26416,1,440,0
63,30633,1,829,1
23,20594,2,770,1
48,34393,3,562,0
42,55380,1,442,0
25,65056,0,445,0
51,24861,0,593,0
61,56126,0,837,0
37,53682,4,808,1
34,38228,4,721,0
59,44009,2,716,0
51,20094,1,406,0
28,72221,4,617,0
56,37430,0,358,0
29,55571,4,557,0
39,74486,0,724,0
25,82294,1,830,0
67,40860,2,465,0
22,92812,3,324,1
61,86087,3,303,0
30,28486,0,302,0
62,69607,4,717,1
36,29745,4,661,1
51,98533,0,668,0
23,38330,1,838,0
23,60078,0,645,1
36,75332,1,343,1
60,74532,2,452,0
38,63336,2,501,0
24,28070,0,620,1
51,21320,2,763,1
41,58921,4,310,0
25,26589,1,526,0
54,84409,3,632,0
41,35589,3,768,0
20,56375,2,314,1
39,63085,1,356,0
41,80840,4,629,1
67,63200,3,363,0
30,46732,4,529,0
32,42426,4,310,0
61,50982,3,523,1
22,79720,3,841,0
28,36746,2,805,1
31,48514,1,821,1
42,84889,0,353,0
33,23851,1,456,1
52,39796,0,704,0
37,96034,3,698,1
68,82798,4,702,0
60,82985,1,388,0
28,54592,4,485,1
42,64845,1,378,0
29,35930,1,444,1
38,41159,4,313,1
66,44003,2,301,0
24,55139,3,815,0
66,72452,2,365,1
42,42205,2,545,1
49,76955,1,729,0
44,27464,3,531,1
47,92657,1,735,1
53,29840,0,652,0
64,60768,1,682,1
67,29461,4,359,0
66,40927,1,769,1
44,35329,0,710,0
29,35791,1,382,0
33,72627,0,373,1
61,34372,3,610,0
65,68469,1,753,1
49,54370,0,325,1
60,71408,3,725,0
44,43703,4,676,0
33,35234,2,542,1
54,27532,0,622,0
67,55416,4,479,1
53,92439,3,565,0
29,38242,4,849,1
54,70254,1,679,0
30,99324,2,376,0
30,55249,0,823,0
40,52294,3,348,0
40,79784,2,553,0
41,23684,3,679,1
64,43795,4,548,0
26,80301,3,371,0
36,89187,3,746,0
21,30431,4,805,1
31,95667,4,552,1
61,75372,2,598,0
37,90366,0,359,1
30,92870,4,656,1
35,67387,2,456,0
68,72927,3,641,1
37,29304,3,501,0
54,37032,1,334,1
45,79486,4,834,1
35,85552,2,755,1
25,93844,2,464,0
63,49654,0,327,0
62,59244,2,671,1
66,25942,4,613,1
66,70697,2,583,1
67,22693,1,597,1
61,76751,3,774,1
31,26259,3,648,1
32,24942,2,744,0
23,67419,2,506,0
58,76105,2,716,0
21,85907,2,738,1
45,47383,1,464,0
46,43404,4,719,0
46,92656,1,670,0
34,25702,1,565,1
27,93883,1,578,0
26,76332,3,781,0
66,59419,1,816,0
65,93844,2,381,0
59,59242,1,418,0
31,54142,2,602,0
32,27393,4,514,0
62,89939,3,327,1
36,89082,4,797,1
36,48893,4,836,0
55,29388,3,818,1
40,82969,2,493,1
27,56660,2,741,1
24,44726,2,335,0
45,99544,3,557,0
35,82996,1,412,1
55,20111,0,593,0
47,37545,1,313,0
48,60168,1,439,0
66,22379,4,670,1
31,61120,0,726,0
56,37809,2,396,0
49,72813,1,787,1
42,94005,3,641,1
35,47967,1,791,0
33,29748,2,799,0
29,43424,1,731,1
26,43914,4,488,0
64,98478,4,381,1
56,39491,1,479,1
48,69454,4,714,0
22,90069,3,404,0
34,71925,0,680,0
55,57049,1,628,1
66,47821,3,548,0
65,49945,3,371,0
38,37384,3,432,0
32,48410,2,539,0
61,97734,1,377,1
40,83766,1,760,0
56,27169,1,424,1
46,60129,0,310,0
48,23830,3,767,0
39,76306,1,706,1
44,85267,4,326,1
25,47757,2,506,1
55,83867,0,521,0
21,55650,2,611,0
41,53766,3,681,1
51,52419,4,614,1
35,36668,3,507,1
37,36246,1,595,1
24,44996,2,701,0
55,71312,4,734,1
49,23065,2,421,1
64,30467,0,405,0
38,70646,4,335,0
42,41007,0,849,1
53,88079,4,371,0
32,48702,1,466,1
62,95569,2,520,1
48,73952,2,375,1
55,78065,3,510,1
41,54169,4,527,0
66,36829,4,752,0
55,80135,0,786,1
28,24522,4,773,0
58,55319,2,789,0
38,46543,4,675,1
57,50473,3,530,0
25,27699,3,524,0
66,88165,2,774,0
34,60455,2,379,1
39,95692,2,509,0
28,37441,4,596,0
51,50716,4,471,1
23,82175,1,388,0
69,26834,0,525,0
37,38179,4,442,1
24,46219,1,353,0
39,35782,1,495,0
42,94967,3,788,1
30,29496,4,597,0
56,59238,1,729,1
41,66025,3,836,1
23,79886,0,799,0
48,43563,3,505,1
63,23712,0,436,0
53,65489,2,707,0
32,52664,2,578,1
61,32420,3,744,0
28,74610,2,570,1
61,25315,4,740,0
50,90917,3,527,0
26,95033,1,426,1
23,99030,4,569,0
38,83910,3,786,1
61,80972,0,847,1
49,75919,2,454,1
50,24132,2,318,0
54,61598,2,724,1
40,40551,3,357,1
50,88206,4,722,1
38,94900,0,847,1
50,46296,2,401,1
51,38066,4,375,1
21,48892,1,365,1
29,95577,1,450,1
21,94590,0,736,0
21,97173,2,367,0
43,96293,1,534,1
36,84771,4,397,1
51,47484,4,308,1
35,97865,1,803,1
35,47115,2,789,1
65,46038,0,726,0
58,56622,2,526,0
50,55886,3,316,0
62,71284,1,527,0
43,29901,3,537,1
20,76377,1,680,1
30,69862,0,686,0
40,52806,2,553,0
23,37659,2,607,0
26,43453,1,613,0
45,50498,4,600,0
66,90393,3,417,0
69,36312,2,349,0
31,21436,2,480,1
50,47569,1,842,0
36,78813,4,626,1
52,93229,3,802,1
30,65986,4,795,0
47,73177,4,545,1
51,29305,1,842,1
20,52646,4,401,0
66,96126,3,529,0
47,60430,0,687,1
61,88659,0,510,0
26,24158,3,729,0
21,94236,1,638,0
61,96067,2,483,0
43,47738,1,355,1
23,29879,3,581,1
63,25543,4,427,1
38,67924,0,807,0
45,62348,4,515,1
30,56679,1,389,1
59,99118,3,613,1
69,63888,0,532,0
62,50276,3,546,0
30,24799,0,741,1
64,80558,0,434,0
22,56534,0,301,1
31,51668,1,460,1
22,24111,3,439,0
61,44686,2,603,1
46,92551,2,759,0
68,92392,2,424,1
21,36490,3,646,1
68,55194,4,623,1
35,34497,3,706,1
21,73516,0,768,1
49,64104,4,463,1
39,25316,0,539,1
57,58130,0,512,0
47,90229,3,448,0
44,49954,2,402,1
51,41652,4,482,0
29,34178,1,804,1
61,71163,2,824,0
59,34751,1,679,0
52,85961,3,323,0
32,23044,4,432,1
60,83165,3,349,1
61,31480,1,325,0
66,85439,0,310,1
56,63874,3,401,1
35,86775,4,310,1
64,26566,3,411,1
41,73149,2,466,0
39,23006,3,706,1
69,92561,1,344,0
62,39423,3,658,0
46,53952,4,584,0
60,47326,3,699,0
35,51139,3,750,1
53,82103,4,743,0
51,80857,3,687,1
45,93638,4,655,1
44,92652,1,724,1
21,32937,4,305,1
31,50161,1,740,1
