ID,Year,Mileage,EngineSize,FuelType,Transmission,Horsepower,Price
664,2022,59986,2.6,0,1,493,60785
665,2010,184273,1.8,3,0,179,82815
666,2011,184387,5.5,3,0,308,27577
667,2009,85396,4.0,2,1,408,50871
668,2015,65178,5.1,0,0,233,72784
669,2007,20745,3.7,0,1,115,78902
670,2005,213426,2.1,0,0,202,97301
671,2011,89637,2.7,3,1,414,73882
672,2020,146100,2.9,2,0,245,7237
673,2007,239333,5.9,3,1,64,61453
674,2003,58566,1.0,1,0,259,23020
675,2007,53722,5.9,0,0,184,79585
676,2017,96623,5.9,1,0,433,48788
677,2004,121074,6.0,2,0,131,85740
678,2008,84974,3.4,2,1,120,78517
679,2003,224764,5.8,3,1,346,72187
680,2021,94084,3.0,2,0,431,66134
681,2016,180951,1.1,2,0,493,16204
682,2008,165839,2.1,3,0,221,45436
683,2000,127353,5.7,3,0,172,61860
684,2020,114417,1.1,3,1,338,8582
685,2019,78099,3.7,3,1,499,20029
686,2012,189729,1.4,2,1,259,40297
687,2015,149570,2.4,1,1,456,31634
688,2012,214739,1.4,3,1,113,14769
689,2013,35107,5.3,2,1,439,10586
690,2002,169865,4.0,2,0,112,20108
691,2005,143768,5.5,2,0,431,68958
692,2017,63839,4.4,2,0,476,70966
693,2018,99241,5.9,2,1,458,90505
694,2004,33397,3.5,3,1,57,25816
695,2014,17704,4.2,3,1,294,30694
696,2001,26442,3.9,0,1,214,70082
697,2009,204860,3.4,0,0,142,41893
698,2017,139576,5.2,3,0,492,30473
699,2012,19765,4.2,3,1,333,20447
700,2004,125828,5.0,3,1,358,31843
701,2022,20002,4.9,1,1,425,93191
702,2000,21390,2.0,3,1,248,32818
703,2021,185508,4.3,2,0,173,62568
704,2000,225554,2.0,1,0,104,54559
705,2017,16641,3.9,1,1,469,93740
706,2014,174781,4.4,2,0,239,23589
707,2016,121119,6.0,2,1,192,67148
708,2010,180381,1.2,0,1,359,37570
709,2020,25624,1.5,2,0,366,82853
710,2021,19966,1.4,3,0,146,68683
711,2016,230422,3.0,3,0,359,55344
712,2012,175261,5.1,0,0,246,48826
713,2000,81301,5.2,1,0,334,56543
714,2001,236830,4.7,1,1,130,6422
715,2008,125123,5.5,0,1,158,83007
716,2002,158295,2.6,3,1,332,53877
717,2000,243377,1.4,0,1,258,85832
718,2020,88183,1.3,3,1,164,24657
719,2015,244624,5.3,3,0,290,67060
720,2022,14959,4.7,2,1,445,68705
721,2005,168329,4.5,0,0,431,36819
722,2016,238592,2.7,0,0,328,50376
723,2004,60802,2.9,3,1,355,97161
724,2004,228820,5.8,3,1,380,88962
725,2005,134125,1.3,2,1,253,98275
726,2002,133795,4.9,3,0,250,96305
727,2020,37215,2.5,3,1,393,89738
728,2022,65046,1.2,1,0,204,35504
729,2004,243265,4.7,0,1,364,47288
730,2020,104593,2.7,2,1,314,9177
731,2004,175166,4.6,2,1,338,39084
732,2009,179741,4.5,3,0,119,20707
733,2009,177198,3.7,0,0,228,83046
734,2018,240961,4.9,1,0,217,79789
735,2016,89036,3.9,2,1,55,69060
736,2020,119864,2.4,3,1,181,54746
737,2013,130333,4.7,0,0,308,20564
738,2008,26772,3.9,1,1,190,31651
739,2013,189658,1.1,0,0,331,25664
740,2000,61943,5.5,2,1,339,51209
741,2018,78868,3.7,3,0,254,52173
742,2012,59855,5.3,3,1,230,87587
743,2012,163290,5.4,2,0,96,58796
744,2003,111124,3.2,2,1,441,21600
745,2000,222080,3.5,0,0,381,11007
746,2016,67205,3.1,2,0,185,50750
747,2007,146031,3.2,0,0,452,60908
748,2001,224051,5.5,3,1,282,29541
749,2007,186206,4.9,1,0,251,84852
750,2006,35874,1.6,3,1,81,83295
751,2001,141007,4.1,3,0,326,47321
752,2021,11301,6.0,1,0,241,82826
753,2021,68017,4.0,1,0,456,85454
754,2002,53319,4.9,1,0,140,74728
755,2017,230688,4.8,3,1,394,62940
756,2011,227291,2.8,2,1,120,58133
757,2000,236264,2.9,3,0,347,42551
758,2021,32455,4.6,2,1,84,91658
759,2011,145184,3.5,0,1,435,41346
760,2004,67033,3.9,3,0,269,34284
761,2016,199432,4.6,1,1,248,43327
762,2015,223490,4.9,3,1,155,55904
763,2014,173217,2.4,3,1,381,71235
764,2022,116924,1.7,1,1,101,90237
765,2014,42735,2.5,0,1,66,38120
766,2004,82781,3.5,0,0,391,53396
767,2020,136031,2.7,0,1,58,62214
768,2013,138305,3.8,0,1,229,52284
769,2001,208713,1.3,3,0,52,80569
770,2010,118049,3.5,3,0,327,68456
771,2018,162783,2.8,1,0,231,13668
772,2006,15630,3.7,2,1,341,25474
773,2005,75488,3.1,1,0,216,20540
774,2001,144278,2.4,0,1,300,93054
775,2005,66289,5.5,2,0,323,71397
776,2017,28953,1.9,1,0,130,5085
777,2001,110932,4.4,0,1,76,44658
778,2017,151140,5.6,2,0,167,33035
779,2014,88930,3.7,2,0,276,86862
780,2018,196988,5.4,0,0,401,85764
781,2001,11067,1.6,2,1,244,40409
782,2019,60658,3.5,1,0,190,66617
783,2005,62165,3.3,1,1,322,47821
784,2000,90781,1.0,1,1,366,76556
785,2014,150931,3.2,2,0,451,33357
786,2022,39164,2.8,2,0,292,20521
787,2009,114946,4.3,0,0,66,63593
788,2018,221985,5.7,0,0,233,19528
789,2016,137580,1.4,2,0,97,10265
790,2004,243442,2.6,1,0,65,77957
791,2003,109251,3.2,2,1,458,85666
792,2009,30773,3.3,3,0,242,61841
793,2016,198367,4.9,1,0,332,60937
794,2009,43939,3.2,3,1,63,17754
795,2016,189671,1.1,0,0,397,44356
796,2019,147186,4.6,2,1,416,92445
797,2004,108475,5.4,3,1,277,74513
798,2001,22818,3.6,2,1,165,34560
799,2005,19335,3.9,3,0,422,31714
800,2020,249427,1.8,2,1,355,65811
801,2001,65008,2.1,1,0,273,46022
802,2012,81745,2.2,0,1,78,17302
803,2010,184220,3.2,1,1,77,39545
804,2010,13577,5.6,0,1,454,74566
805,2015,83916,3.6,1,0,457,49022
806,2010,145148,2.0,0,0,95,31472
807,2018,173997,2.3,1,1,109,18527
808,2014,247153,2.9,2,0,404,97892
809,2022,192941,4.1,1,1,197,36013
810,2022,69314,3.2,3,1,101,69839
811,2015,51205,3.0,3,0,199,65956
812,2010,152167,3.8,2,1,373,19593
813,2021,123583,2.2,2,1,193,68306
814,2015,94715,1.4,2,0,198,44624
815,2007,246576,1.1,3,1,221,92951
816,2003,66680,2.3,1,1,367,16705
817,2007,38400,1.5,2,0,198,98783
818,2003,225369,2.7,1,1,153,23593
819,2002,117345,4.9,0,1,188,73605
820,2002,208418,4.6,1,0,169,13618
821,2017,97110,4.1,1,1,493,95135
822,2018,130120,5.3,3,0,86,51320
823,2018,38562,2.4,1,0,221,10221
824,2020,181735,5.4,3,0,173,39072
825,2004,28510,3.0,0,0,327,82224
826,2017,71608,3.0,3,1,261,15868
827,2009,213561,3.0,0,0,243,19880
828,2021,62182,1.5,0,1,476,94853
829,2020,245699,5.9,2,1,70,25778
830,2005,228739,1.7,1,0,466,51096
831,2000,36883,2.7,1,0,290,73614
832,2004,244981,2.6,2,0,194,77634
833,2008,212499,1.4,2,1,341,95659
834,2011,176916,1.8,1,1,191,26906
835,2013,159800,1.2,2,1,214,15309
836,2001,239995,2.5,2,0,464,28736
837,2016,21094,5.3,0,1,437,56427
838,2013,143479,2.7,2,0,183,28620
839,2012,196484,1.6,2,0,227,21580
840,2008,22644,4.2,3,1,134,47497
841,2014,242380,6.0,1,0,254,79858
842,2021,95834,2.2,3,1,87,90151
843,2014,118982,2.4,2,1,384,87288
844,2010,201818,5.9,2,1,438,86021
845,2015,62748,1.9,3,1,215,24612
846,2016,69021,3.6,2,0,73,14008
847,2003,72651,2.2,0,1,67,72027
848,2000,46807,5.7,3,0,398,93947
849,2007,175144,5.9,3,1,209,87639
850,2016,179470,5.1,1,1,376,40530
851,2002,38669,2.6,3,0,271,49347
852,2019,171233,3.0,0,1,151,58886
853,2014,148354,2.2,2,1,395,46755
854,2014,36539,5.5,3,1,377,64733
855,2021,144379,5.6,3,0,138,56354
856,2013,27745,3.1,1,1,207,7503
857,2022,180505,4.3,1,1,137,43550
858,2013,243670,1.8,2,1,463,83827
859,2001,44555,3.2,3,0,182,92054
860,2012,142145,4.2,0,0,309,88802
861,2013,42683,2.9,2,0,228,80130
862,2018,35741,2.8,0,0,442,52527
863,2006,163358,1.0,3,1,360,29671
864,2002,13599,5.0,2,0,338,54966
865,2014,138513,5.4,1,0,164,24044
866,2022,37293,5.8,1,0,398,30717
867,2013,25389,4.6,0,0,336,19263
868,2010,22318,3.7,2,1,413,32764
869,2014,189947,2.3,0,1,132,77883
870,2012,13055,6.0,1,0,286,17511
871,2017,131164,3.9,3,0,487,81023
872,2005,92579,4.4,1,0,288,12421
873,2002,147392,4.4,3,0,494,20678
874,2018,114817,5.2,0,1,115,74554
875,2014,14642,1.0,0,1,197,22358
876,2022,233766,2.1,0,0,253,71184
877,2004,19321,4.3,3,0,163,52965
878,2009,89968,5.5,0,0,390,40367
879,2006,229365,4.4,0,0,238,23171
880,2016,200690,3.1,2,0,341,81824
881,2006,112770,2.8,3,0,133,72367
882,2021,167116,4.7,0,0,413,91646
883,2011,163043,4.7,0,1,325,10894
884,2016,119762,4.0,3,1,478,91186
885,2012,124183,2.5,3,1,149,79611
886,2019,127159,5.6,1,0,351,25991
887,2003,35727,3.8,1,1,422,17207
888,2009,163631,5.0,2,0,323,52472
889,2002,83820,2.1,0,0,247,12678
890,2008,119062,2.7,3,0,402,56047
891,2012,224273,5.4,0,1,451,29779
892,2017,37476,1.3,1,1,497,25536
893,2014,203755,3.6,1,0,83,22040
894,2003,152063,3.4,1,1,128,96160
895,2014,226169,4.8,3,1,180,53750
896,2021,130355,2.4,0,1,121,24846
897,2001,80047,2.1,3,1,292,24510
898,2014,151868,5.6,0,0,188,8024
899,2007,13881,3.9,2,0,223,49575
900,2007,25668,1.5,1,1,475,20446
901,2016,241789,2.0,1,1,66,21455
902,2011,175384,6.0,1,1,96,76189
903,2018,38106,2.0,1,0,79,54901
904,2009,233830,4.1,3,1,476,76815
905,2008,25729,3.1,1,0,441,51125
906,2004,139354,5.4,0,1,89,42380
907,2005,80320,4.8,0,1,248,25563
908,2019,64913,4.0,1,0,453,11026
909,2001,198098,1.1,1,0,381,32171
910,2012,69402,5.4,3,0,390,75707
911,2005,131649,3.2,3,0,205,16718
912,2004,113930,5.7,0,1,333,49279
913,2000,178354,3.5,0,0,108,88979
914,2020,240521,4.5,2,0,495,49598
915,2021,215710,1.3,0,0,385,55429
916,2020,179290,4.7,2,1,379,81446
917,2005,159022,2.7,1,0,487,36391
918,2005,69739,2.8,1,1,263,30577
919,2022,14507,1.6,1,1,312,67271
920,2015,187375,1.7,0,0,373,71138
921,2003,112552,1.9,0,1,73,93378
922,2010,89059,2.6,1,0,403,34464
923,2022,165739,5.5,3,1,346,80623
924,2008,145064,2.8,1,1,288,66507
925,2022,247898,4.6,2,0,103,22908
926,2002,140514,1.4,3,0,319,38934
927,2018,214635,4.0,3,1,221,56084
928,2007,97680,3.4,0,0,354,14952
929,2004,35530,5.9,0,0,368,74828
930,2003,25305,5.2,2,1,258,35405
931,2005,119097,3.3,1,1,94,69684
932,2001,193201,4.9,1,1,377,95776
933,2019,228339,2.0,0,0,411,52625
934,2010,227281,3.8,0,1,299,93253
935,2003,239905,1.4,1,0,56,66451
936,2014,62044,2.7,3,1,308,79780
937,2005,232450,2.1,2,0,137,46948
938,2021,140436,4.6,2,0,480,44466
939,2016,99363,3.5,2,1,238,87007
940,2005,68817,4.8,0,1,79,26335
941,2018,113038,3.6,3,0,54,13664
942,2001,56666,1.4,2,1,409,50166
943,2014,167245,4.7,3,1,418,19192
944,2010,28909,5.2,0,0,249,56620
945,2007,205039,5.5,0,0,56,57647
946,2018,172079,3.9,1,1,216,78578
947,2012,154057,4.8,3,1,435,7878
948,2011,32525,4.8,3,1,220,11131
949,2004,122293,1.8,3,1,445,25360
950,2005,111046,1.8,1,1,77,63865
951,2021,47403,1.4,2,0,157,70861
952,2003,178265,2.6,2,1,196,18503
953,2018,248037,3.4,0,0,333,67085
954,2019,144902,6.0,1,1,148,71346
955,2000,197216,3.2,3,1,125,13595
956,2019,141605,4.6,1,1,141,77316
957,2016,162018,4.5,0,0,279,27370
958,2011,33504,2.0,2,1,247,92466
959,2014,120551,1.3,2,0,196,77381
960,2000,65715,3.7,0,0,113,19658
961,2013,169327,4.5,1,1,396,91609
962,2005,197513,6.0,0,1,422,23611
963,2004,46855,2.8,3,1,442,37611
964,2010,51721,5.5,3,1,474,45857
965,2003,121597,2.9,0,0,99,77669
966,2012,182922,4.4,3,0,59,6438
967,2010,110659,4.0,3,1,274,34622
968,2002,44723,1.3,2,0,131,81611
969,2000,176811,1.4,1,1,231,80712
970,2005,15539,1.1,2,0,59,95265
971,2017,214101,2.9,2,1,440,38500
972,2009,205581,4.7,1,1,409,5805
973,2004,126360,1.9,2,0,465,65451
974,2022,111140,4.0,3,0,284,62525
975,2009,162383,2.4,0,0,359,84273
976,2011,244315,5.0,0,1,375,25063
977,2001,79180,5.0,1,0,496,41836
978,2012,126985,4.9,0,1,282,65519
979,2007,95981,3.6,0,1,284,16345
980,2001,45934,2.4,0,1,83,69023
981,2019,150583,5.0,0,1,92,55855
982,2000,141255,1.9,2,0,431,29913
983,2004,19475,2.4,3,1,182,60398
984,2008,225838,1.9,3,1,452,49295
985,2016,204202,4.4,0,1,162,83054
986,2008,69577,4.4,1,0,419,60922
987,2010,36008,4.3,2,0,103,8298
988,2014,217940,3.1,0,0,191,87647
989,2005,189013,1.5,0,1,443,16763
990,2022,52756,5.6,1,0,98,48980
991,2002,211330,3.5,2,0,316,75494
992,2016,90730,3.0,0,1,208,24321
993,2004,233239,3.9,1,1,499,41791
994,2011,168984,2.0,2,0,187,35206
995,2017,92702,1.7,2,0,70,56165
996,2013,191731,3.0,0,1,434,72369
997,2020,56840,2.1,1,0,303,50058
998,2010,222584,2.2,1,1,351,82129
999,2008,48623,5.5,0,1,272,66281
1000,2001,73303,3.7,0,1,252,67784
1001,2011,56062,3.4,0,1,156,63251
1002,2002,66690,4.4,1,0,123,43435
1003,2002,218654,5.8,2,1,69,18495
1004,2000,108980,1.6,0,1,326,48187
1005,2007,164706,5.2,3,0,470,92927
1006,2021,145162,3.9,3,0,447,66564
1007,2007,55266,1.7,0,0,491,35367
1008,2010,171080,2.5,3,1,106,18751
1009,2008,97643,3.4,2,1,106,86290
1010,2004,68704,4.5,2,1,118,52488
1011,2013,203938,2.2,3,0,247,15236
1012,2002,127374,3.7,1,0,201,72546
1013,2020,18382,4.4,0,1,257,99030
1014,2004,188846,3.2,1,1,237,79391
1015,2004,215642,5.3,2,1,200,46287
1016,2018,215134,5.3,3,0,96,95960
1017,2013,99609,3.4,0,0,471,83412
1018,2003,56698,5.9,3,1,257,78992
1019,2012,11110,1.4,3,0,292,22850
1020,2009,125266,1.0,1,0,229,79821
1021,2017,223053,2.9,1,0,190,10654
1022,2007,141458,4.0,3,0,286,98525
1023,2007,199585,4.1,2,1,57,6236
1024,2006,225192,3.4,0,1,151,87529
1025,2007,241059,1.6,3,0,209,64353
1026,2013,57801,1.9,3,0,194,93600
1027,2018,124012,5.3,3,1,54,69367
1028,2005,106085,5.3,3,0,377,30125
1029,2000,212929,4.4,1,0,428,70282
1030,2022,231048,4.3,1,1,430,97429
1031,2014,41566,4.0,2,0,483,9294
1032,2000,248054,2.0,0,1,143,96376
1033,2016,173593,3.1,3,0,445,32773
1034,2000,33798,4.5,2,0,266,96401
1035,2014,154637,3.7,1,0,221,89784
1036,2022,33027,1.1,0,0,373,68468
1037,2001,248108,5.8,2,0,492,62306
1038,2013,238703,5.2,0,0,187,72759
1039,2020,15631,2.3,0,0,353,66826
1040,2007,230937,4.1,0,0,205,73376
1041,2007,249628,5.6,1,1,310,90638
1042,2018,66878,1.5,3,1,349,80596
1043,2006,55206,3.5,0,1,208,50688
1044,2018,113473,3.3,2,1,321,77237
1045,2005,199654,3.1,0,0,172,53344
1046,2005,68334,5.2,0,1,328,75954
1047,2002,82323,2.9,1,1,398,34468
1048,2006,63619,1.3,2,0,416,69850
1049,2018,113536,1.3,0,0,70,87005
1050,2007,167947,1.2,1,0,435,74313
1051,2009,165586,3.0,1,0,328,33373
1052,2019,163652,4.6,3,0,257,53353
1053,2014,226899,2.0,3,1,444,8572
1054,2014,145360,4.2,3,0,167,40482
1055,2000,16734,4.4,0,0,172,76505
1056,2019,224072,2.3,0,0,250,24255
1057,2006,49008,4.0,0,1,435,7926
1058,2003,59349,4.4,1,0,387,86215
1059,2005,148886,3.3,0,0,446,69276
1060,2000,184226,2.7,1,1,350,87967
1061,2004,148923,4.1,2,1,377,10593
1062,2022,134478,5.9,0,0,443,94747
1063,2000,142672,3.1,2,1,140,47803
1064,2003,66614,3.0,3,1,130,14433
1065,2021,213474,3.3,2,0,265,50551
1066,2001,13692,1.4,2,1,326,56882
1067,2009,136745,3.8,1,1,50,32485
1068,2004,199099,2.6,1,0,193,95701
1069,2009,30373,1.6,1,1,299,92796
1070,2000,239708,3.3,1,1,220,66348
1071,2021,203877,1.0,3,0,183,70565
1072,2005,122413,3.0,2,0,125,11346
1073,2012,221455,1.5,3,1,161,54875
1074,2014,24507,1.1,3,1,299,67117
1075,2003,72931,5.1,1,1,316,89010
1076,2012,85499,5.6,2,1,499,85285
1077,2019,212714,2.0,2,1,145,55727
1078,2014,213941,3.7,3,0,482,40258
1079,2007,124362,2.4,1,1,290,61363
1080,2004,107449,3.5,3,1,325,59528
1081,2014,106819,3.2,2,0,326,58197
1082,2003,49423,2.3,1,0,341,88046
1083,2011,113612,4.5,3,1,87,58116
1084,2012,236423,1.6,2,1,361,66265
1085,2001,96120,1.3,0,0,396,31152
1086,2018,127409,4.8,1,1,316,69317
1087,2018,100918,4.3,2,0,323,51779
1088,2003,76600,3.5,1,0,130,49239
1089,2003,51848,3.3,2,0,147,63761
1090,2010,16820,3.5,1,0,94,60624
1091,2004,18512,3.2,0,1,203,8405
1092,2019,177797,3.0,3,0,431,96643
1093,2010,61534,3.5,3,1,364,36425
1094,2009,226223,3.6,3,0,183,12736
1095,2007,135191,4.5,0,1,92,42496
1096,2005,180848,4.6,1,1,143,53053
1097,2005,70945,2.9,1,0,229,75228
1098,2007,93420,3.1,2,1,408,75057
1099,2022,188527,2.9,2,1,305,16841
1100,2014,93488,3.7,1,1,495,49613
1101,2013,193505,3.3,0,0,291,34578
1102,2010,19711,5.4,0,1,273,52336
1103,2011,200334,4.5,3,1,66,5754
1104,2012,96009,5.5,3,0,382,18578
1105,2007,224857,4.5,3,0,166,44427
1106,2017,19597,5.9,1,1,95,52694
1107,2000,70067,4.2,2,0,218,41569
1108,2014,228592,5.8,1,0,190,65794
1109,2007,58022,1.8,1,0,439,7531
1110,2010,222996,1.3,0,1,263,66518
1111,2011,122673,3.9,0,0,274,20024
1112,2011,247335,5.9,2,0,466,71801
1113,2003,159854,3.1,2,0,437,19741
1114,2015,61782,2.1,1,1,227,78380
1115,2003,213216,3.6,1,0,97,67345
1116,2004,239723,4.2,1,1,148,62183
1117,2004,196085,2.6,1,0,332,33488
1118,2007,120716,4.6,0,1,311,78905
1119,2009,249381,5.9,3,0,107,79398
1120,2016,128030,5.5,3,0,302,96678
1121,2008,82036,2.5,3,1,240,8555
1122,2021,45342,2.6,2,1,50,44464
1123,2018,95745,2.9,2,0,284,15097
1124,2013,162049,3.0,2,0,333,12437
1125,2007,244648,1.5,2,0,334,28004
1126,2008,67396,4.8,0,1,401,46051
1127,2021,124836,2.8,1,0,205,73093
1128,2010,116998,5.4,2,0,140,12039
1129,2022,60021,5.6,3,0,259,54750
1130,2000,210129,1.1,2,1,373,43432
1131,2013,140672,5.9,3,0,279,34085
1132,2004,128559,4.6,1,1,302,25568
1133,2020,76836,3.6,0,1,292,96178
1134,2013,168147,2.9,0,0,90,27150
1135,2003,230587,3.6,2,1,411,62687
1136,2021,171874,2.6,2,1,421,31919
1137,2022,218833,4.1,3,0,488,99548
1138,2000,87017,1.5,2,0,465,89598
1139,2021,227825,4.1,0,0,172,88261
1140,2022,196894,2.4,2,1,246,70206
1141,2018,192675,1.1,3,1,199,95146
1142,2007,112689,3.8,1,1,426,99378
1143,2014,90291,3.9,0,0,289,17673
1144,2020,100450,3.1,0,1,362,91350
1145,2014,176664,1.4,1,0,327,58326
1146,2008,66006,5.5,1,0,371,77836
1147,2020,167341,4.1,0,1,474,10287
1148,2008,114268,1.6,3,1,92,19287
1149,2009,60138,3.6,3,1,83,43701
1150,2019,72398,3.5,2,0,163,92572
1151,2020,231163,1.3,3,1,51,60944
1152,2008,160946,4.0,0,0,287,26830
1153,2002,67228,5.0,2,1,296,91170
1154,2019,72670,4.7,3,0,108,49816
1155,2010,135613,2.0,1,1,85,56265
1156,2005,112071,5.3,3,1,281,72303
1157,2001,120572,2.7,2,0,57,68001
1158,2006,148997,5.7,1,1,210,80116
1159,2017,13107,1.4,2,1,338,21583
1160,2001,96388,3.4,2,0,67,77177
1161,2016,105719,4.0,1,1,113,73268
1162,2010,128018,2.2,2,1,110,48702
1163,2011,37617,4.9,0,0,132,22447
1164,2018,84258,4.1,2,1,59,27799
1165,2021,60075,1.1,0,1,483,65115
1166,2006,136998,4.0,1,0,155,36967
1167,2019,32631,3.5,2,1,282,44071
1168,2005,133120,2.0,3,1,271,48839
1169,2020,203516,6.0,2,0,327,49430
1170,2000,107158,5.5,0,1,88,97585
1171,2016,148955,2.5,0,1,407,48128
1172,2010,160780,3.7,3,1,370,18745
1173,2021,56221,2.6,1,0,335,48423
1174,2017,158269,4.9,0,1,182,18266
1175,2020,162206,5.7,0,1,292,28959
1176,2016,115922,2.8,0,0,416,29980
1177,2006,43550,5.0,2,0,331,69681
1178,2016,24642,3.5,2,1,169,53635
1179,2019,161511,3.0,2,1,112,25967
1180,2008,238851,5.7,2,0,223,30699
1181,2016,116093,3.6,2,0,80,19265
1182,2019,165655,3.3,3,0,280,24176
1183,2021,103885,4.4,0,1,218,14217
1184,2021,89538,2.3,3,0,189,55684
1185,2007,72014,2.6,0,1,322,71063
1186,2016,29523,5.7,2,1,195,65124
1187,2006,120285,4.4,2,1,243,49294
1188,2000,211615,5.1,1,0,418,28222
1189,2012,227043,2.4,1,0,397,56598
1190,2022,115879,3.7,3,0,293,77726
1191,2018,100629,5.9,0,0,344,29822
1192,2018,86830,2.6,3,1,123,97100
1193,2016,245013,1.8,1,1,416,86152
1194,2012,55538,3.6,0,0,466,38395
1195,2015,57310,2.9,3,1,185,39884
1196,2007,151980,1.8,1,0,140,60193
1197,2018,125266,5.4,2,1,75,44475
1198,2017,198362,6.0,3,1,125,50452
1199,2000,194706,3.8,2,0,84,13799
1200,2013,22699,4.9,3,1,362,86462
1201,2018,241241,5.3,0,1,256,27812
1202,2014,76912,4.5,0,1,326,56345
1203,2017,155327,1.2,0,0,214,64777
1204,2001,89183,1.8,0,1,173,26786
1205,2021,70282,1.4,1,1,271,20921
1206,2016,68249,1.0,2,1,438,92746
1207,2017,48176,2.5,1,0,322,16764
1208,2005,18163,3.0,3,1,431,24677
1209,2018,64210,2.2,3,0,403,20497
1210,2003,133844,1.3,2,0,146,47504
1211,2000,114587,3.6,2,1,131,19850
1212,2007,241352,2.4,1,1,74,37085
1213,2022,81979,5.0,0,1,410,42957
1214,2006,88860,1.0,1,1,110,17957
1215,2002,162215,5.2,1,1,143,63125
1216,2009,246971,5.8,3,1,342,23433
1217,2009,14920,4.6,1,0,414,98319
1218,2018,92911,4.7,2,1,499,99077
1219,2013,47996,5.7,0,1,295,21466
1220,2001,152820,2.0,3,0,190,91370
1221,2000,104071,6.0,2,1,426,96921
1222,2022,222323,4.9,3,1,302,84814
1223,2022,57252,4.6,1,0,345,78868
1224,2017,132734,2.8,1,0,219,66229
1225,2006,204251,3.7,2,1,389,53113
1226,2007,147522,4.3,2,0,375,65341
1227,2000,62756,4.1,3,0,287,82451
1228,2022,60235,4.5,0,0,458,28127
1229,2002,100546,1.4,3,0,219,43865
1230,2022,141092,2.8,1,1,443,97069
1231,2007,135802,3.2,2,0,400,10515
1232,2021,221325,2.3,2,1,348,59082
1233,2014,118421,1.9,3,1,245,93856
1234,2004,150736,1.7,2,0,433,5930
1235,2002,76635,2.8,2,1,394,72824
1236,2018,33225,3.5,1,0,205,75956
1237,2000,209245,1.3,0,0,457,86036
1238,2014,116885,5.7,2,0,148,63519
1239,2007,247120,4.8,2,0,346,63329
1240,2001,95333,4.7,3,1,366,9882
1241,2002,181297,1.9,0,1,429,70526
1242,2013,20807,4.0,1,0,182,15453
1243,2013,224346,3.6,2,0,402,11935
1244,2010,16402,5.9,0,1,188,86369
1245,2015,14521,4.7,0,1,313,92228
1246,2003,204237,3.9,3,0,198,44044
1247,2019,124693,5.3,1,0,497,58348
1248,2004,18382,1.8,0,0,310,45865
1249,2021,120996,1.1,1,1,83,92397
1250,2020,243729,4.5,0,0,58,27491
1251,2013,25065,1.5,2,0,343,80275
1252,2022,95470,1.6,1,1,92,50690
1253,2015,24425,4.7,3,0,145,76020
1254,2017,23111,2.4,0,0,443,40948
1255,2006,181871,4.1,2,1,61,21570
1256,2009,63257,5.6,0,1,404,57628
1257,2006,133990,2.6,2,1,451,43239
1258,2000,202249,2.1,1,1,189,57184
1259,2022,137813,1.5,3,0,336,19541
1260,2020,91046,1.7,2,1,316,98042
1261,2018,47851,1.3,0,1,403,37814
1262,2015,18816,1.4,2,0,332,89788
1263,2018,218925,3.2,2,1,70,52202
1264,2003,12175,2.6,3,1,433,90832
1265,2017,21341,4.5,1,1,318,19840
1266,2001,73908,5.4,2,0,299,8037
1267,2000,166726,4.9,2,1,94,8305
1268,2014,201967,3.7,0,0,224,34094
1269,2004,69696,1.5,0,1,330,55765
1270,2019,198961,4.5,1,0,126,83800
1271,2010,228216,2.8,1,0,282,44128
1272,2009,93115,1.4,1,1,369,93237
1273,2001,40194,5.2,0,0,247,32064
1274,2002,175909,2.7,2,1,404,64497
1275,2022,209966,2.1,1,1,304,80428
1276,2022,94358,5.4,0,0,205,68898
1277,2011,182648,5.5,0,0,453,78681
1278,2019,112548,2.7,1,0,474,14628
1279,2004,160799,2.8,0,0,53,37880
1280,2004,44579,3.9,2,0,133,53211
1281,2005,106554,4.7,3,0,246,66420
1282,2008,157627,1.3,0,0,263,82564
1283,2001,63294,4.0,0,0,329,15775
1284,2020,59777,5.8,3,1,194,23729
1285,2011,146978,2.3,2,1,438,19523
1286,2002,50751,5.5,1,0,106,80886
1287,2019,210671,5.8,0,0,203,70047
1288,2021,118750,2.3,2,1,149,5580
1289,2011,84180,4.8,1,0,249,83353
1290,2016,248986,2.2,2,0,450,17003
1291,2009,214750,4.7,3,0,489,83272
1292,2013,41644,5.0,0,1,57,45329
1293,2022,43521,2.2,2,1,497,15128
1294,2016,21564,4.6,1,1,59,70019
1295,2017,115155,5.1,1,1,483,29121
1296,2018,211712,2.8,1,0,173,51242
1297,2016,168371,1.8,3,0,488,72203
1298,2013,189030,1.5,2,1,319,99123
1299,2008,197150,3.9,2,1,396,78946
1300,2007,154493,5.9,1,1,76,46851
1301,2001,98747,5.1,1,0,54,74962
1302,2012,21202,3.2,1,1,384,43026
1303,2006,119407,3.7,3,1,461,44415
1304,2008,183257,2.4,3,0,182,84203
1305,2021,247735,1.8,0,0,391,94858
1306,2021,144757,3.4,0,1,189,38611
1307,2010,100197,3.3,0,1,313,17299
1308,2013,52637,3.6,1,0,364,31544
1309,2003,159438,5.8,3,0,498,71655
1310,2012,244320,4.0,3,1,276,66671
1311,2001,34276,4.0,0,0,109,47095
1312,2022,90946,1.6,1,1,129,83894
1313,2004,189311,6.0,2,1,104,41533
