Causas (lista reducida);Sexo;Mes de fallecimiento;Total
065 Asma;Mujeres;Junio;50
066 Insuficiencia respiratoria;Ambos sexos;Todos los meses;1.264
066 Insuficiencia respiratoria;Ambos sexos;Enero;300
066 Insuficiencia respiratoria;Ambos sexos;Febrero;190
066 Insuficiencia respiratoria;Ambos sexos;Marzo;216
066 Insuficiencia respiratoria;Ambos sexos;Abril;200
066 Insuficiencia respiratoria;Ambos sexos;Mayo;190
066 Insuficiencia respiratoria;Ambos sexos;Junio;168
066 Insuficiencia respiratoria;Hombres;Todos los meses;578
066 Insuficiencia respiratoria;Hombres;Enero;136
066 Insuficiencia respiratoria;Hombres;Febrero;91
066 Insuficiencia respiratoria;Hombres;Marzo;97
066 Insuficiencia respiratoria;Hombres;Abril;88
066 Insuficiencia respiratoria;Hombres;Mayo;81
066 Insuficiencia respiratoria;Hombres;Junio;85
066 Insuficiencia respiratoria;Mujeres;Todos los meses;686
066 Insuficiencia respiratoria;Mujeres;Enero;164
066 Insuficiencia respiratoria;Mujeres;Febrero;99
066 Insuficiencia respiratoria;Mujeres;Marzo;119
066 Insuficiencia respiratoria;Mujeres;Abril;112
066 Insuficiencia respiratoria;Mujeres;Mayo;109
066 Insuficiencia respiratoria;Mujeres;Junio;83
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Todos los meses;11.827
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Enero;3.064
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Febrero;1.815
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Marzo;2.036
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Abril;1.848
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Mayo;1.671
067 Otras enfermedades del sistema respiratorio;Ambos sexos;Junio;1.393
067 Otras enfermedades del sistema respiratorio;Hombres;Todos los meses;5.448
067 Otras enfermedades del sistema respiratorio;Hombres;Enero;1.369
067 Otras enfermedades del sistema respiratorio;Hombres;Febrero;835
067 Otras enfermedades del sistema respiratorio;Hombres;Marzo;948
067 Otras enfermedades del sistema respiratorio;Hombres;Abril;850
067 Otras enfermedades del sistema respiratorio;Hombres;Mayo;778
067 Otras enfermedades del sistema respiratorio;Hombres;Junio;668
067 Otras enfermedades del sistema respiratorio;Mujeres;Todos los meses;6.379
067 Otras enfermedades del sistema respiratorio;Mujeres;Enero;1.695
067 Otras enfermedades del sistema respiratorio;Mujeres;Febrero;980
067 Otras enfermedades del sistema respiratorio;Mujeres;Marzo;1.088
067 Otras enfermedades del sistema respiratorio;Mujeres;Abril;998
067 Otras enfermedades del sistema respiratorio;Mujeres;Mayo;893
067 Otras enfermedades del sistema respiratorio;Mujeres;Junio;725
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Todos los meses;11.387
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Enero;2.260
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Febrero;1.881
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Marzo;1.938
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Abril;1.802
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Mayo;1.865
068-072 XI.Enfermedades del sistema digestivo;Ambos sexos;Junio;1.641
068-072 XI.Enfermedades del sistema digestivo;Hombres;Todos los meses;5.808
068-072 XI.Enfermedades del sistema digestivo;Hombres;Enero;1.183
068-072 XI.Enfermedades del sistema digestivo;Hombres;Febrero;939
068-072 XI.Enfermedades del sistema digestivo;Hombres;Marzo;990
068-072 XI.Enfermedades del sistema digestivo;Hombres;Abril;917
068-072 XI.Enfermedades del sistema digestivo;Hombres;Mayo;969
068-072 XI.Enfermedades del sistema digestivo;Hombres;Junio;810
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Todos los meses;5.579
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Enero;1.077
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Febrero;942
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Marzo;948
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Abril;885
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Mayo;896
068-072 XI.Enfermedades del sistema digestivo;Mujeres;Junio;831
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Todos los meses;229
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Enero;44
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Febrero;31
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Marzo;42
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Abril;33
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Mayo;37
068 Úlcera de estómago, duodeno y yeyuno;Ambos sexos;Junio;42
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Todos los meses;124
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Enero;23
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Febrero;17
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Marzo;20
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Abril;22
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Mayo;16
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Junio;26
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Todos los meses;105
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Enero;21
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Febrero;14
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Marzo;22
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Abril;11
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Mayo;21
068 Úlcera de estómago, duodeno y yeyuno;Mujeres;Junio;16
069 Enteritis y colitis no infecciosas;Ambos sexos;Todos los meses;175
069 Enteritis y colitis no infecciosas;Ambos sexos;Enero;37
069 Enteritis y colitis no infecciosas;Ambos sexos;Febrero;27
069 Enteritis y colitis no infecciosas;Ambos sexos;Marzo;24
069 Enteritis y colitis no infecciosas;Ambos sexos;Abril;29
069 Enteritis y colitis no infecciosas;Ambos sexos;Mayo;35
069 Enteritis y colitis no infecciosas;Ambos sexos;Junio;23
069 Enteritis y colitis no infecciosas;Hombres;Todos los meses;68
069 Enteritis y colitis no infecciosas;Hombres;Enero;19
069 Enteritis y colitis no infecciosas;Hombres;Febrero;9
069 Enteritis y colitis no infecciosas;Hombres;Marzo;10
069 Enteritis y colitis no infecciosas;Hombres;Abril;8
069 Enteritis y colitis no infecciosas;Hombres;Mayo;13
069 Enteritis y colitis no infecciosas;Hombres;Junio;9
069 Enteritis y colitis no infecciosas;Mujeres;Todos los meses;107
069 Enteritis y colitis no infecciosas;Mujeres;Enero;18
069 Enteritis y colitis no infecciosas;Mujeres;Febrero;18
069 Enteritis y colitis no infecciosas;Mujeres;Marzo;14
069 Enteritis y colitis no infecciosas;Mujeres;Abril;21
069 Enteritis y colitis no infecciosas;Mujeres;Mayo;22
069 Enteritis y colitis no infecciosas;Mujeres;Junio;14
070 Enfermedad vascular intestinal;Ambos sexos;Todos los meses;1.275
070 Enfermedad vascular intestinal;Ambos sexos;Enero;250
070 Enfermedad vascular intestinal;Ambos sexos;Febrero;223
070 Enfermedad vascular intestinal;Ambos sexos;Marzo;240
070 Enfermedad vascular intestinal;Ambos sexos;Abril;196
070 Enfermedad vascular intestinal;Ambos sexos;Mayo;195
070 Enfermedad vascular intestinal;Ambos sexos;Junio;171
070 Enfermedad vascular intestinal;Hombres;Todos los meses;546
070 Enfermedad vascular intestinal;Hombres;Enero;108
070 Enfermedad vascular intestinal;Hombres;Febrero;102
070 Enfermedad vascular intestinal;Hombres;Marzo;98
070 Enfermedad vascular intestinal;Hombres;Abril;77
070 Enfermedad vascular intestinal;Hombres;Mayo;88
070 Enfermedad vascular intestinal;Hombres;Junio;73
070 Enfermedad vascular intestinal;Mujeres;Todos los meses;729
070 Enfermedad vascular intestinal;Mujeres;Enero;142
070 Enfermedad vascular intestinal;Mujeres;Febrero;121
070 Enfermedad vascular intestinal;Mujeres;Marzo;142
070 Enfermedad vascular intestinal;Mujeres;Abril;119
070 Enfermedad vascular intestinal;Mujeres;Mayo;107
070 Enfermedad vascular intestinal;Mujeres;Junio;98
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Todos los meses;2.149
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Enero;444
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Febrero;361
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Marzo;375
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Abril;336
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Mayo;337
071 Cirrosis y otras enfermedades crónicas del hígado;Ambos sexos;Junio;296
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Todos los meses;1.614
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Enero;334
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Febrero;267
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Marzo;281
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Abril;252
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Mayo;259
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Junio;221
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Todos los meses;535
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Enero;110
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Febrero;94
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Marzo;94
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Abril;84
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Mayo;78
071 Cirrosis y otras enfermedades crónicas del hígado;Mujeres;Junio;75
072 Otras enfermedades del sistema digestivo;Ambos sexos;Todos los meses;7.559
072 Otras enfermedades del sistema digestivo;Ambos sexos;Enero;1.485
072 Otras enfermedades del sistema digestivo;Ambos sexos;Febrero;1.239
072 Otras enfermedades del sistema digestivo;Ambos sexos;Marzo;1.257
072 Otras enfermedades del sistema digestivo;Ambos sexos;Abril;1.208
072 Otras enfermedades del sistema digestivo;Ambos sexos;Mayo;1.261
072 Otras enfermedades del sistema digestivo;Ambos sexos;Junio;1.109
072 Otras enfermedades del sistema digestivo;Hombres;Todos los meses;3.456
072 Otras enfermedades del sistema digestivo;Hombres;Enero;699
072 Otras enfermedades del sistema digestivo;Hombres;Febrero;544
072 Otras enfermedades del sistema digestivo;Hombres;Marzo;581
072 Otras enfermedades del sistema digestivo;Hombres;Abril;558
072 Otras enfermedades del sistema digestivo;Hombres;Mayo;593
072 Otras enfermedades del sistema digestivo;Hombres;Junio;481
072 Otras enfermedades del sistema digestivo;Mujeres;Todos los meses;4.103
072 Otras enfermedades del sistema digestivo;Mujeres;Enero;786
072 Otras enfermedades del sistema digestivo;Mujeres;Febrero;695
072 Otras enfermedades del sistema digestivo;Mujeres;Marzo;676
072 Otras enfermedades del sistema digestivo;Mujeres;Abril;650
072 Otras enfermedades del sistema digestivo;Mujeres;Mayo;668
072 Otras enfermedades del sistema digestivo;Mujeres;Junio;628
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Todos los meses;1.003
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Enero;178
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Febrero;156
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Marzo;180
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Abril;180
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Mayo;157
073 XII.Enfermedades de la piel y del tejido subcutáneo;Ambos sexos;Junio;152
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Todos los meses;369
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Enero;66
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Febrero;52
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Marzo;66
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Abril;64
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Mayo;58
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Junio;63
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Todos los meses;634
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Enero;112
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Febrero;104
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Marzo;114
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Abril;116
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Mayo;99
073 XII.Enfermedades de la piel y del tejido subcutáneo;Mujeres;Junio;89
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Todos los meses;2.642
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Enero;513
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Febrero;440
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Marzo;498
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Abril;408
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Mayo;389
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Junio;394
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todos los meses;868
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Enero;164
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Febrero;146
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Marzo;161
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Abril;149
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Mayo;129
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Junio;119
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todos los meses;1.774
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Enero;349
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Febrero;294
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Marzo;337
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Abril;259
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Mayo;260
074-076 XIII.Enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Junio;275
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Todos los meses;202
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Enero;40
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Febrero;32
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Marzo;34
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Abril;31
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Mayo;39
074 Artritis reumatoide y osteoartrosis;Ambos sexos;Junio;26
074 Artritis reumatoide y osteoartrosis;Hombres;Todos los meses;53
074 Artritis reumatoide y osteoartrosis;Hombres;Enero;12
074 Artritis reumatoide y osteoartrosis;Hombres;Febrero;10
074 Artritis reumatoide y osteoartrosis;Hombres;Marzo;3
074 Artritis reumatoide y osteoartrosis;Hombres;Abril;7
074 Artritis reumatoide y osteoartrosis;Hombres;Mayo;14
074 Artritis reumatoide y osteoartrosis;Hombres;Junio;7
074 Artritis reumatoide y osteoartrosis;Mujeres;Todos los meses;149
074 Artritis reumatoide y osteoartrosis;Mujeres;Enero;28
074 Artritis reumatoide y osteoartrosis;Mujeres;Febrero;22
074 Artritis reumatoide y osteoartrosis;Mujeres;Marzo;31
074 Artritis reumatoide y osteoartrosis;Mujeres;Abril;24
074 Artritis reumatoide y osteoartrosis;Mujeres;Mayo;25
074 Artritis reumatoide y osteoartrosis;Mujeres;Junio;19
075 Osteoporosis y fractura patológica;Ambos sexos;Todos los meses;1.614
075 Osteoporosis y fractura patológica;Ambos sexos;Enero;313
075 Osteoporosis y fractura patológica;Ambos sexos;Febrero;277
075 Osteoporosis y fractura patológica;Ambos sexos;Marzo;310
075 Osteoporosis y fractura patológica;Ambos sexos;Abril;240
075 Osteoporosis y fractura patológica;Ambos sexos;Mayo;227
075 Osteoporosis y fractura patológica;Ambos sexos;Junio;247
075 Osteoporosis y fractura patológica;Hombres;Todos los meses;464
075 Osteoporosis y fractura patológica;Hombres;Enero;92
075 Osteoporosis y fractura patológica;Hombres;Febrero;76
075 Osteoporosis y fractura patológica;Hombres;Marzo;85
075 Osteoporosis y fractura patológica;Hombres;Abril;81
075 Osteoporosis y fractura patológica;Hombres;Mayo;64
075 Osteoporosis y fractura patológica;Hombres;Junio;66
075 Osteoporosis y fractura patológica;Mujeres;Todos los meses;1.150
075 Osteoporosis y fractura patológica;Mujeres;Enero;221
075 Osteoporosis y fractura patológica;Mujeres;Febrero;201
075 Osteoporosis y fractura patológica;Mujeres;Marzo;225
075 Osteoporosis y fractura patológica;Mujeres;Abril;159
075 Osteoporosis y fractura patológica;Mujeres;Mayo;163
075 Osteoporosis y fractura patológica;Mujeres;Junio;181
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Todos los meses;826
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Enero;160
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Febrero;131
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Marzo;154
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Abril;137
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Mayo;123
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Ambos sexos;Junio;121
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Todos los meses;351
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Enero;60
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Febrero;60
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Marzo;73
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Abril;61
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Mayo;51
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Hombres;Junio;46
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Todos los meses;475
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Enero;100
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Febrero;71
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Marzo;81
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Abril;76
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Mayo;72
076 Otras enfermedades del sistema osteomuscular y del tejido conjuntivo;Mujeres;Junio;75
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Todos los meses;9.092
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Enero;1.891
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Febrero;1.494
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Marzo;1.605
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Abril;1.427
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Mayo;1.425
077-080 XIV.Enfermedades del sistema genitourinario;Ambos sexos;Junio;1.250
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Todos los meses;4.036
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Enero;849
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Febrero;669
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Marzo;728
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Abril;600
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Mayo;617
077-080 XIV.Enfermedades del sistema genitourinario;Hombres;Junio;573
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Todos los meses;5.056
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Enero;1.042
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Febrero;825
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Marzo;877
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Abril;827
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Mayo;808
077-080 XIV.Enfermedades del sistema genitourinario;Mujeres;Junio;677
077 Enfermedades del riñón y del uréter;Ambos sexos;Todos los meses;4.974
077 Enfermedades del riñón y del uréter;Ambos sexos;Enero;1.067
077 Enfermedades del riñón y del uréter;Ambos sexos;Febrero;850
077 Enfermedades del riñón y del uréter;Ambos sexos;Marzo;880
077 Enfermedades del riñón y del uréter;Ambos sexos;Abril;771
077 Enfermedades del riñón y del uréter;Ambos sexos;Mayo;753
077 Enfermedades del riñón y del uréter;Ambos sexos;Junio;653
077 Enfermedades del riñón y del uréter;Hombres;Todos los meses;2.283
077 Enfermedades del riñón y del uréter;Hombres;Enero;491
077 Enfermedades del riñón y del uréter;Hombres;Febrero;393
077 Enfermedades del riñón y del uréter;Hombres;Marzo;417
077 Enfermedades del riñón y del uréter;Hombres;Abril;315
077 Enfermedades del riñón y del uréter;Hombres;Mayo;359
077 Enfermedades del riñón y del uréter;Hombres;Junio;308
077 Enfermedades del riñón y del uréter;Mujeres;Todos los meses;2.691
077 Enfermedades del riñón y del uréter;Mujeres;Enero;576
077 Enfermedades del riñón y del uréter;Mujeres;Febrero;457
077 Enfermedades del riñón y del uréter;Mujeres;Marzo;463
077 Enfermedades del riñón y del uréter;Mujeres;Abril;456
077 Enfermedades del riñón y del uréter;Mujeres;Mayo;394
077 Enfermedades del riñón y del uréter;Mujeres;Junio;345
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Todos los meses;208
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Enero;45
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Febrero;32
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Marzo;34
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Abril;32
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Mayo;33
078 Enfermedades de los órganos genitales masculinos;Ambos sexos;Junio;32
078 Enfermedades de los órganos genitales masculinos;Hombres;Todos los meses;208
078 Enfermedades de los órganos genitales masculinos;Hombres;Enero;45
078 Enfermedades de los órganos genitales masculinos;Hombres;Febrero;32
078 Enfermedades de los órganos genitales masculinos;Hombres;Marzo;34
078 Enfermedades de los órganos genitales masculinos;Hombres;Abril;32
078 Enfermedades de los órganos genitales masculinos;Hombres;Mayo;33
078 Enfermedades de los órganos genitales masculinos;Hombres;Junio;32
078 Enfermedades de los órganos genitales masculinos;Mujeres;Todos los meses;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Enero;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Febrero;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Marzo;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Abril;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Mayo;0
078 Enfermedades de los órganos genitales masculinos;Mujeres;Junio;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Todos los meses;50
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Enero;10
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Febrero;10
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Marzo;7
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Abril;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Mayo;12
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Ambos sexos;Junio;6
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Todos los meses;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Enero;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Febrero;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Marzo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Abril;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Mayo;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Hombres;Junio;0
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Todos los meses;50
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Enero;10
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Febrero;10
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Marzo;7
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Abril;5
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Mayo;12
079 Enfermedades de los órganos genitales femeninos y trastornos de la mama;Mujeres;Junio;6
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Todos los meses;3.860
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Enero;769
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Febrero;602
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Marzo;684
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Abril;619
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Mayo;627
080 Otras enfermedades del sistema genitourinario;Ambos sexos;Junio;559
080 Otras enfermedades del sistema genitourinario;Hombres;Todos los meses;1.545
080 Otras enfermedades del sistema genitourinario;Hombres;Enero;313
080 Otras enfermedades del sistema genitourinario;Hombres;Febrero;244
080 Otras enfermedades del sistema genitourinario;Hombres;Marzo;277
080 Otras enfermedades del sistema genitourinario;Hombres;Abril;253
080 Otras enfermedades del sistema genitourinario;Hombres;Mayo;225
080 Otras enfermedades del sistema genitourinario;Hombres;Junio;233
080 Otras enfermedades del sistema genitourinario;Mujeres;Todos los meses;2.315
080 Otras enfermedades del sistema genitourinario;Mujeres;Enero;456
080 Otras enfermedades del sistema genitourinario;Mujeres;Febrero;358
080 Otras enfermedades del sistema genitourinario;Mujeres;Marzo;407
080 Otras enfermedades del sistema genitourinario;Mujeres;Abril;366
080 Otras enfermedades del sistema genitourinario;Mujeres;Mayo;402
080 Otras enfermedades del sistema genitourinario;Mujeres;Junio;326
081 XV.Embarazo, parto y puerperio;Ambos sexos;Todos los meses;8
081 XV.Embarazo, parto y puerperio;Ambos sexos;Enero;0
081 XV.Embarazo, parto y puerperio;Ambos sexos;Febrero;1
081 XV.Embarazo, parto y puerperio;Ambos sexos;Marzo;2
081 XV.Embarazo, parto y puerperio;Ambos sexos;Abril;1
081 XV.Embarazo, parto y puerperio;Ambos sexos;Mayo;3
081 XV.Embarazo, parto y puerperio;Ambos sexos;Junio;1
081 XV.Embarazo, parto y puerperio;Hombres;Todos los meses;0
081 XV.Embarazo, parto y puerperio;Hombres;Enero;0
081 XV.Embarazo, parto y puerperio;Hombres;Febrero;0
081 XV.Embarazo, parto y puerperio;Hombres;Marzo;0
