edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
23,1,7.6,53,2,0,0,2,55.6,2,Bajo
22,1,6.5,73,3,0,0,3,59.4,3,Bajo
17,1,5.5,65,1,1,0,3,76.9,3,Medio
15,1,6.7,66,3,1,0,2,98.9,1,Medio
17,1,3.1,52,1,0,0,1,87.0,3,Bajo
18,0,5.5,88,3,1,1,1,91.0,2,Alto
16,0,1.5,86,1,1,0,1,86.6,2,Bajo
15,1,7.9,52,3,1,0,2,53.9,1,Bajo
21,0,4.7,93,3,1,0,2,64.7,1,Bajo
22,0,6.5,90,1,1,0,2,77.0,2,Medio
21,0,3.3,84,3,0,1,3,53.1,2,Bajo
19,0,6.1,52,1,1,1,2,69.9,2,Bajo
15,0,3.1,65,3,0,0,3,60.5,3,Bajo
21,1,4.7,69,3,0,0,2,82.6,3,Medio
21,0,6.2,94,1,0,1,2,54.9,2,Bajo
23,0,0.9,55,3,1,0,1,89.3,1,Bajo
17,1,2.9,82,3,0,0,3,78.5,3,Medio
23,1,4.4,92,1,0,0,3,68.7,1,Medio
15,1,2.7,99,2,1,0,2,57.0,3,Bajo
15,1,2.5,76,1,0,0,3,83.6,2,Medio
18,1,2.3,79,2,1,1,3,91.9,3,Medio
23,1,1.8,84,3,0,0,2,92.4,1,Bajo
20,1,6.8,67,2,0,1,2,56.5,1,Bajo
17,1,7.4,79,2,1,0,2,99.0,2,Medio
15,0,5.6,92,1,1,0,1,66.0,3,Medio
18,1,0.2,75,2,1,1,1,62.1,2,Bajo
23,1,6.3,64,2,1,1,1,68.5,3,Medio
17,0,4.3,81,3,0,0,3,71.3,1,Medio
23,1,6.1,84,1,1,1,2,79.3,3,Medio
21,1,3.5,61,1,0,1,2,77.5,1,Medio
18,1,0.3,70,2,0,1,1,58.4,1,Bajo
17,1,5.5,61,3,1,1,1,64.0,2,Bajo
24,0,3.6,98,1,0,0,2,87.1,2,Medio
19,0,7.0,50,3,1,0,2,60.7,2,Bajo
19,1,5.9,60,2,1,0,2,84.7,3,Bajo
17,0,2.9,74,2,0,1,1,87.9,1,Medio
23,0,5.8,96,1,1,0,2,87.7,2,Alto
18,0,4.0,58,2,0,1,1,87.0,2,Bajo
19,0,1.6,88,3,0,0,3,63.0,2,Bajo
18,0,3.4,92,3,1,1,2,71.1,2,Medio
19,0,1.8,76,2,1,1,1,73.4,2,Bajo
21,1,0.0,78,2,1,1,2,97.4,1,Bajo
23,1,2.0,99,3,0,0,1,66.5,2,Bajo
21,0,1.7,76,2,1,0,1,96.9,3,Bajo
19,0,0.0,77,2,0,1,2,93.7,3,Bajo
24,0,6.3,88,2,0,1,1,88.3,2,Alto
24,1,0.6,67,3,0,0,3,84.4,1,Bajo
21,1,3.6,64,2,0,0,1,74.8,2,Medio
24,1,3.3,65,3,0,1,3,55.9,1,Bajo
19,1,1.5,96,1,0,0,1,74.3,3,Bajo
17,1,7.7,72,2,0,1,1,51.2,1,Bajo
21,1,4.8,79,2,1,1,1,74.5,3,Medio
16,0,6.5,85,2,0,0,2,81.6,3,Alto
23,1,4.0,84,1,1,0,2,70.1,1,Medio
24,1,5.8,77,2,0,0,3,56.3,3,Bajo
24,1,7.8,95,3,1,0,3,84.8,2,Alto
15,0,2.8,52,2,1,1,1,92.1,2,Bajo
20,1,4.0,65,3,1,0,2,82.1,1,Medio
21,0,4.1,64,3,1,0,2,79.0,3,Medio
22,0,7.9,68,3,1,1,3,71.2,3,Medio
24,1,1.9,59,3,0,0,3,83.6,2,Bajo
23,1,5.4,98,3,0,0,2,65.7,3,Medio
16,1,1.1,53,2,0,1,2,79.0,2,Bajo
24,0,7.4,71,2,1,1,1,66.7,3,Medio
16,1,4.7,67,2,0,1,1,80.9,3,Medio
19,0,6.9,71,3,1,0,3,73.3,2,Medio
19,0,7.2,91,1,1,0,2,61.4,3,Bajo
20,1,4.5,65,2,1,1,1,63.5,2,Bajo
17,1,5.5,52,2,1,1,3,86.4,2,Bajo
22,1,5.6,93,2,0,0,3,58.5,1,Bajo
15,0,3.7,84,3,0,0,2,64.5,2,Bajo
20,1,3.5,90,2,1,1,1,86.2,2,Medio
18,0,1.5,88,3,1,0,1,51.4,2,Bajo
15,1,3.1,65,2,0,0,3,50.1,1,Bajo
21,0,7.9,70,2,1,1,2,69.7,1,Medio
23,1,2.2,70,3,0,0,2,97.5,1,Medio
18,1,6.1,50,3,0,0,3,52.4,3,Bajo
18,0,0.5,79,2,0,1,2,94.9,2,Bajo
20,0,3.7,96,3,0,1,3,78.2,2,Medio
17,1,0.5,83,3,0,0,2,54.9,1,Bajo
20,0,3.8,97,3,0,1,1,91.5,3,Medio
21,0,0.2,88,1,1,0,2,52.3,3,Bajo
24,0,4.9,95,3,0,1,2,75.6,2,Medio
24,0,4.7,72,3,1,1,1,80.9,2,Medio
17,1,6.4,83,1,0,1,1,83.9,3,Alto
21,0,4.7,79,3,0,0,3,61.8,3,Bajo
17,1,7.4,99,1,1,0,2,63.4,1,Bajo
16,1,6.3,82,2,0,1,2,92.4,2,Alto
24,1,1.1,65,2,0,1,3,67.8,1,Bajo
18,0,2.1,90,2,1,1,1,76.4,1,Medio
22,1,0.2,79,3,0,0,2,72.3,3,Bajo
23,1,3.1,52,1,1,0,3,59.0,3,Bajo
21,1,4.1,94,2,0,0,3,70.3,1,Medio
15,1,7.6,51,3,1,0,2,52.2,1,Bajo
17,1,4.2,75,2,0,0,3,57.5,2,Bajo
23,0,6.2,67,2,0,0,3,91.6,3,Medio
15,1,2.1,51,2,0,1,3,96.2,2,Bajo
23,0,1.2,89,3,0,0,3,51.1,2,Bajo
22,1,6.5,52,1,1,0,2,66.1,2,Bajo
15,1,2.0,66,1,1,0,1,96.8,3,Bajo
20,0,7.0,73,1,1,0,3,86.0,2,Medio
19,0,1.4,51,1,1,1,1,50.6,3,Bajo
20,1,6.8,55,3,1,1,3,55.4,1,Bajo
24,1,6.2,89,3,0,1,1,86.9,2,Alto
19,1,4.9,75,3,0,1,2,84.0,2,Medio
20,1,6.8,98,2,0,0,2,93.8,3,Alto
19,1,2.6,55,1,1,0,2,87.8,2,Bajo
19,0,1.3,61,3,1,0,2,97.3,3,Bajo
18,1,1.3,70,2,0,1,1,77.2,3,Bajo
17,1,2.2,65,2,1,1,3,63.2,1,Bajo
17,0,3.6,55,2,1,0,2,56.6,2,Bajo
18,0,7.0,83,1,0,1,3,50.2,3,Bajo
23,1,0.7,52,3,1,0,1,56.2,3,Bajo
16,0,7.3,90,2,1,1,2,80.0,3,Medio
23,0,7.4,68,3,0,1,2,70.3,3,Medio
15,0,5.8,78,2,0,0,2,89.6,2,Medio
15,1,7.2,81,2,1,1,1,66.4,3,Medio
19,1,6.2,59,3,0,1,3,67.8,3,Bajo
20,1,4.2,76,2,1,0,2,80.8,1,Medio
20,0,4.8,78,2,0,0,2,96.9,2,Medio
17,1,5.0,62,2,0,1,3,79.5,1,Medio
21,1,1.0,69,1,0,0,3,61.5,3,Bajo
23,0,1.5,77,2,1,1,2,69.6,1,Bajo
24,1,4.2,76,1,1,0,2,96.2,3,Medio
22,0,0.9,62,1,0,0,1,90.1,1,Bajo
20,0,7.7,74,3,1,1,2,51.7,2,Bajo
22,0,4.1,78,1,1,1,1,62.7,1,Bajo
19,0,3.0,64,2,1,0,1,80.2,2,Medio
22,1,1.3,94,1,1,1,3,86.9,3,Bajo
24,1,3.3,94,3,1,1,1,56.0,3,Bajo
18,1,2.4,79,3,0,0,1,75.8,3,Medio
24,0,0.7,87,2,0,1,2,78.1,3,Bajo
22,1,7.7,81,1,1,1,2,56.1,3,Bajo
24,1,2.1,99,1,1,1,1,72.0,3,Medio
16,0,5.5,56,3,1,1,1,50.2,3,Bajo
19,0,0.7,84,3,1,0,1,85.0,1,Bajo
23,1,7.3,82,3,0,1,1,53.8,2,Bajo
18,0,4.7,61,3,0,0,1,57.3,1,Bajo
20,1,5.3,72,3,0,1,1,89.6,2,Medio
15,0,6.3,54,1,1,0,1,70.7,1,Bajo
23,0,4.8,92,1,1,1,1,84.7,3,Medio
15,1,0.6,93,1,1,0,3,82.7,3,Bajo
19,0,3.4,80,2,1,0,2,57.5,3,Bajo
18,0,2.1,65,2,0,0,3,58.5,3,Bajo
17,0,3.9,82,2,1,0,2,83.0,3,Medio
20,1,3.2,99,1,1,1,3,61.9,1,Bajo
16,1,6.6,50,1,0,0,2,72.1,1,Bajo
17,1,2.0,71,2,1,1,1,91.1,2,Bajo
19,0,1.6,77,1,0,0,1,63.7,2,Bajo
23,0,7.7,54,3,0,0,2,67.1,2,Bajo
16,0,7.6,53,2,0,1,3,65.7,1,Bajo
24,0,7.9,50,1,0,0,1,87.3,1,Bajo
22,1,4.5,64,3,0,1,2,66.1,3,Medio
16,1,0.9,86,2,1,0,1,69.1,2,Bajo
19,0,7.0,88,1,0,1,1,77.8,3,Medio
21,1,1.2,98,1,0,1,1,75.6,1,Bajo
22,1,1.2,87,3,1,0,2,63.8,1,Bajo
15,1,1.5,94,2,0,1,1,80.5,1,Bajo
20,0,5.2,73,1,0,1,2,67.7,1,Medio
15,1,0.9,72,3,1,0,1,72.9,1,Bajo
16,1,6.2,96,1,1,0,1,68.9,3,Medio
15,1,0.5,56,1,0,0,3,89.2,1,Bajo
19,1,0.9,80,2,0,1,3,77.0,1,Bajo
24,1,3.5,56,2,0,1,2,99.4,2,Bajo
23,0,3.0,62,1,1,0,3,74.7,3,Medio
20,1,7.9,53,1,0,0,2,94.5,2,Bajo
15,1,7.7,67,2,1,1,1,78.7,2,Medio
15,0,1.5,89,1,0,1,1,94.7,1,Bajo
16,1,7.6,68,1,0,0,3,83.2,2,Medio
23,0,5.5,65,1,1,1,3,56.0,2,Bajo
17,0,3.3,67,3,0,0,2,54.7,3,Bajo
15,0,5.9,65,3,1,0,2,88.2,1,Medio
19,0,7.2,97,2,0,1,3,84.2,1,Medio
21,1,1.4,80,1,0,0,3,72.5,3,Bajo
20,1,1.6,74,1,1,1,3,71.5,1,Bajo
15,0,3.3,51,3,0,1,2,83.0,1,Bajo
19,1,1.4,95,2,0,0,1,77.8,2,Bajo
19,0,2.9,77,2,0,0,3,60.1,1,Bajo
20,1,5.2,65,1,1,1,1,93.8,3,Medio
17,1,6.5,85,1,1,1,1,85.2,2,Alto
19,0,2.4,94,3,1,1,3,82.6,3,Medio
21,1,2.3,89,3,0,0,1,73.8,3,Medio
19,0,6.2,84,2,1,0,1,97.3,2,Alto
19,1,3.0,73,3,0,0,2,50.5,1,Bajo
19,1,6.5,84,3,0,0,3,84.9,1,Medio
24,1,7.9,79,2,1,0,2,99.1,2,Medio
24,0,7.8,86,2,0,1,1,79.5,2,Medio
17,0,5.3,60,2,0,0,1,79.7,1,Bajo
15,0,3.0,94,1,1,0,1,89.7,1,Medio
19,1,0.5,83,1,1,0,3,51.2,1,Bajo
23,0,5.9,87,3,0,1,1,55.8,3,Bajo
15,0,7.8,88,3,0,1,2,92.3,2,Alto
17,0,0.5,73,3,1,0,3,82.8,2,Bajo
18,1,0.0,78,1,1,1,2,99.1,2,Bajo
15,1,6.7,53,1,0,0,3,70.4,1,Bajo
15,1,0.8,90,2,1,0,3,72.3,3,Bajo
22,1,0.7,99,2,1,0,2,83.2,1,Bajo
16,0,7.3,79,1,1,1,3,59.0,1,Bajo
22,1,0.6,63,1,1,0,2,64.4,2,Bajo
21,0,0.9,73,1,1,0,2,93.0,3,Bajo
24,1,4.6,87,3,1,1,1,90.1,2,Medio
24,0,6.1,83,2,0,0,1,78.6,3,Medio
16,0,3.2,85,3,0,1,1,67.9,2,Medio
20,1,3.4,64,2,0,1,2,81.8,1,Medio
20,0,5.1,84,1,0,0,3,58.6,3,Bajo
17,0,4.0,78,3,0,1,1,71.7,3,Medio
16,0,0.1,85,2,1,1,3,75.2,2,Bajo
15,0,0.9,53,3,1,0,3,73.1,3,Bajo
20,1,4.7,64,1,0,0,2,70.9,3,Medio
19,1,6.3,60,2,1,0,3,68.8,1,Bajo
23,0,6.1,98,1,0,0,2,78.9,2,Medio
15,1,5.9,64,2,0,0,2,67.9,2,Medio
21,0,6.2,70,3,1,0,2,79.5,3,Medio
19,0,0.4,84,2,1,0,2,76.0,2,Bajo
19,1,7.2,72,3,1,1,2,67.7,3,Medio
16,0,7.1,59,1,1,0,2,89.2,2,Bajo
17,1,4.3,53,1,1,0,3,52.1,1,Bajo
21,0,2.0,94,2,0,0,1,63.5,1,Bajo
20,1,4.7,74,1,1,0,1,74.8,2,Medio
16,1,4.5,51,2,0,0,1,95.6,1,Bajo
20,0,1.8,87,3,1,0,3,53.6,3,Bajo
16,1,4.8,68,2,0,1,3,79.2,1,Medio
16,0,6.4,73,2,0,0,2,58.5,3,Bajo
16,1,6.4,57,2,0,1,1,50.6,1,Bajo
17,0,0.5,55,1,1,0,3,93.3,1,Bajo
16,1,1.6,69,3,1,1,2,93.8,2,Bajo
18,1,5.3,63,2,1,1,1,63.7,3,Bajo
23,1,6.9,89,3,1,0,2,93.0,3,Alto
20,0,4.2,55,1,1,1,1,68.9,2,Bajo
15,1,5.7,61,2,1,0,1,52.4,2,Bajo
22,0,0.2,90,2,1,1,1,61.2,1,Bajo
21,1,4.9,56,3,0,1,3,82.5,3,Bajo
24,1,7.7,94,3,0,1,2,60.3,1,Bajo
17,0,5.3,79,3,1,0,2,78.9,3,Medio
15,1,7.4,65,2,1,1,3,59.1,2,Bajo
19,0,4.5,57,2,1,0,1,60.4,2,Bajo
18,0,6.7,63,3,1,0,1,83.8,2,Medio
24,0,1.0,97,3,1,0,1,93.5,2,Bajo
22,0,1.0,69,3,0,1,2,87.4,3,Bajo
15,0,1.0,77,1,0,0,2,52.9,2,Bajo
24,1,3.9,55,2,0,0,2,96.2,3,Bajo
15,0,2.6,79,3,1,0,1,58.0,2,Bajo
18,1,5.8,53,1,1,1,1,86.4,1,Bajo
22,0,7.2,85,2,1,0,1,86.4,2,Alto
19,0,5.0,52,1,0,1,2,72.6,3,Bajo
16,1,1.7,59,3,0,1,1,78.2,1,Bajo
20,1,7.4,87,1,1,1,1,54.8,1,Bajo
19,0,4.2,76,1,0,0,3,98.6,1,Medio
16,0,5.8,67,3,0,1,2,53.2,2,Bajo
17,1,7.1,94,3,1,1,2,95.5,3,Alto
23,1,7.9,60,2,1,0,2,62.5,1,Bajo
21,0,4.0,85,1,0,1,2,69.6,1,Medio
21,0,6.5,89,3,0,1,3,87.9,1,Medio
20,0,4.5,84,3,0,1,3,94.0,2,Medio
22,1,3.9,93,3,1,0,3,84.8,1,Medio
18,0,4.3,62,2,1,0,3,56.1,1,Bajo
22,1,3.9,72,1,0,1,1,67.6,3,Medio
18,1,3.4,92,3,0,0,1,80.5,2,Medio
22,0,5.8,58,1,1,1,3,99.3,1,Bajo
23,0,2.0,53,3,0,1,1,70.3,3,Bajo
17,1,4.9,92,3,1,1,2,65.1,1,Medio
17,0,5.7,89,1,1,0,1,64.0,1,Bajo
16,0,7.1,99,1,0,1,1,92.7,3,Alto
24,1,2.7,80,2,1,1,1,58.5,3,Bajo
17,0,6.9,52,2,0,0,1,82.2,3,Bajo
17,1,7.6,85,1,1,1,3,92.4,1,Medio
19,1,5.2,66,3,1,0,1,92.7,2,Medio
19,0,6.2,65,2,1,1,1,56.5,2,Bajo
16,1,3.2,88,1,0,1,2,89.7,1,Medio
24,1,7.6,51,2,0,0,3,96.0,3,Bajo
20,0,5.4,54,1,0,0,2,89.1,2,Bajo
19,1,2.5,82,3,1,1,1,85.1,2,Medio
20,0,3.2,62,2,1,0,1,75.8,1,Medio
15,1,4.9,61,2,1,0,2,88.4,1,Medio
19,1,1.9,68,2,0,1,2,78.8,2,Bajo
23,1,6.0,71,2,0,1,1,70.4,2,Medio
24,1,1.8,89,1,0,1,2,74.7,1,Bajo
16,1,4.7,57,1,0,1,1,82.7,3,Bajo
15,1,5.6,93,2,0,1,1,78.0,1,Medio
24,1,6.9,53,3,0,0,3,83.5,2,Bajo
23,0,5.9,56,1,1,0,2,99.1,1,Bajo
24,1,6.4,97,1,0,0,3,63.1,3,Bajo
23,0,7.3,71,3,1,1,1,99.8,3,Medio
23,1,4.8,67,2,1,0,3,52.7,3,Bajo
20,1,6.8,55,2,0,1,3,80.4,1,Bajo
22,0,1.9,99,1,0,0,1,96.7,2,Bajo
15,0,6.5,53,3,0,1,1,55.1,1,Bajo
24,0,1.8,90,3,1,1,3,99.5,3,Bajo
18,1,7.5,94,1,0,1,3,95.9,2,Alto
15,0,2.6,61,2,1,0,2,92.7,3,Medio
22,1,1.4,97,2,0,0,3,76.3,3,Bajo
15,1,1.2,86,3,1,1,2,60.7,1,Bajo
17,0,1.5,51,3,1,0,3,54.5,2,Bajo
18,1,3.6,52,3,1,0,2,53.2,3,Bajo
22,0,4.2,94,3,0,1,3,79.4,1,Medio
20,0,7.3,70,3,1,0,1,85.1,3,Medio
24,0,3.0,88,3,0,0,1,61.0,3,Bajo
21,0,1.7,62,3,0,0,3,74.5,1,Bajo
22,1,6.0,97,3,1,0,3,76.4,2,Medio
16,1,1.1,63,3,1,0,3,94.8,1,Bajo
24,0,7.1,79,1,0,0,1,56.3,1,Bajo
22,0,3.3,67,2,1,1,3,89.9,2,Medio
17,1,4.9,62,1,0,0,1,88.6,1,Medio
21,1,1.5,63,1,1,1,3,84.1,2,Bajo
17,0,1.2,90,3,1,0,3,62.4,2,Bajo
21,1,6.4,89,3,1,0,3,52.6,2,Bajo
16,1,3.4,74,3,0,1,1,89.1,3,Medio
24,1,7.9,86,1,1,1,2,78.0,2,Medio
20,1,4.2,76,3,1,1,3,81.4,1,Medio
17,0,6.8,72,3,0,1,1,92.6,3,Medio
17,1,7.8,56,2,0,1,3,56.6,2,Bajo
23,0,2.2,97,3,1,1,1,60.3,3,Bajo
21,0,6.4,59,2,1,1,1,71.0,1,Bajo
19,0,0.2,74,1,0,1,2,67.7,1,Bajo
24,1,5.4,84,2,1,0,3,97.5,3,Alto
21,1,6.0,73,3,0,1,3,65.9,1,Medio
23,0,3.8,98,3,1,0,1,95.0,2,Medio
15,1,1.3,91,2,1,0,3,76.6,3,Bajo
21,0,4.9,60,2,1,1,2,54.8,2,Bajo
20,0,7.2,69,3,1,0,3,83.6,3,Medio
24,1,7.5,59,2,1,1,1,87.4,1,Bajo
23,1,6.0,99,2,0,1,1,58.2,2,Bajo
15,1,2.1,70,3,1,0,1,71.0,2,Medio
18,0,7.0,77,1,1,1,3,57.4,1,Bajo
23,0,7.1,77,1,0,0,1,58.9,1,Bajo
18,1,2.9,76,3,0,0,1,84.4,3,Medio
24,0,1.5,82,2,0,0,3,74.8,3,Bajo
17,0,7.0,53,1,0,0,3,51.6,3,Bajo
23,0,7.1,84,2,0,1,1,96.7,1,Medio
16,1,0.8,69,3,0,1,1,84.5,1,Bajo
18,1,7.7,55,2,0,0,1,52.6,2,Bajo
20,1,4.3,55,1,0,0,1,86.0,3,Bajo
16,0,7.9,66,2,1,1,2,91.9,2,Medio
22,1,3.6,68,1,0,0,2,70.3,1,Medio
22,0,4.3,98,2,0,0,1,87.7,2,Medio
15,0,2.1,66,1,0,0,3,64.5,3,Bajo
17,0,7.2,98,2,0,1,3,56.1,3,Bajo
24,1,3.5,52,1,0,0,2,98.5,3,Bajo
23,0,6.5,95,1,0,1,2,50.2,2,Bajo
19,1,0.6,83,3,0,0,2,76.2,1,Bajo
20,0,6.3,53,2,1,1,3,54.9,3,Bajo
18,1,3.9,72,1,0,1,2,79.8,1,Medio
24,1,0.0,67,2,0,1,3,50.2,3,Bajo
16,1,1.8,83,2,0,0,3,53.1,3,Bajo
22,1,1.5,78,3,0,0,2,85.3,1,Bajo
20,1,6.0,93,1,0,0,1,90.5,2,Alto
19,1,3.8,64,1,0,1,1,89.7,3,Medio
23,1,1.3,94,2,0,1,3,58.7,2,Bajo
15,1,2.1,60,3,0,0,3,50.3,2,Bajo
19,0,4.0,88,1,1,0,2,87.5,3,Medio
20,0,0.2,58,1,0,0,1,59.2,3,Bajo
19,0,3.4,96,2,1,1,2,65.9,2,Medio
20,0,5.4,84,1,1,0,1,63.7,2,Bajo
20,0,4.1,59,2,1,1,3,96.6,2,Bajo
21,1,4.8,89,1,0,1,2,93.9,2,Medio
18,1,2.6,87,1,0,1,3,72.7,1,Medio
22,1,1.5,78,3,0,1,2,89.6,3,Bajo
21,1,6.5,95,1,0,1,2,87.3,1,Medio
23,1,7.2,55,1,0,0,3,73.5,3,Bajo
21,0,4.1,68,3,0,1,3,54.8,1,Bajo
17,0,2.4,75,1,1,1,2,88.7,3,Medio
17,1,4.1,58,2,1,0,1,83.9,3,Bajo
22,0,7.0,90,2,1,1,2,57.8,2,Bajo
19,0,5.5,97,3,1,0,3,74.3,1,Medio
18,1,6.9,94,1,0,0,3,89.8,1,Medio
22,1,2.6,62,3,1,1,2,88.4,1,Medio
20,0,5.7,75,3,0,0,3,98.6,1,Medio
16,0,5.2,93,1,1,1,2,73.2,2,Medio
18,1,4.6,69,1,0,0,2,91.3,3,Medio
18,0,4.2,51,1,0,1,3,50.4,2,Bajo
20,1,4.4,53,3,1,0,2,82.1,1,Bajo
20,0,6.8,56,3,1,0,3,63.9,1,Bajo
15,0,7.3,68,3,1,1,2,57.8,1,Bajo
22,1,0.9,84,1,1,0,1,86.9,1,Bajo
20,0,4.6,60,3,0,0,2,68.6,1,Bajo
17,1,7.3,68,3,0,1,3,80.7,2,Medio
23,0,1.1,81,1,1,0,1,91.5,2,Bajo
16,0,3.3,63,1,0,1,3,76.9,3,Medio
22,1,0.7,98,3,1,1,1,72.0,3,Bajo
24,0,0.9,54,2,0,1,2,81.0,3,Bajo
17,1,7.2,74,3,0,0,1,99.8,2,Medio
19,1,3.6,63,2,0,1,3,56.3,1,Bajo
20,0,5.5,88,3,0,0,2,63.6,2,Bajo
24,1,1.1,61,2,1,0,1,96.7,1,Bajo
20,1,0.2,98,1,1,0,1,99.7,2,Bajo
18,1,7.1,69,1,0,1,2,77.9,1,Medio
17,0,4.6,67,3,1,1,3,50.9,2,Bajo
18,1,0.2,50,1,0,1,2,91.5,3,Bajo
15,1,7.9,92,3,1,0,2,81.5,2,Alto
18,0,3.9,53,3,0,1,3,76.3,2,Bajo
15,1,3.8,61,1,1,1,1,98.3,1,Medio
15,1,5.0,75,2,0,0,1,56.7,2,Bajo
24,1,0.1,81,3,1,0,2,67.2,3,Bajo
20,0,4.6,86,2,1,0,3,81.3,3,Medio
19,0,5.0,64,2,1,0,1,50.2,3,Bajo
18,0,2.4,84,1,1,1,1,93.3,3,Medio
17,0,5.8,75,3,0,0,2,88.1,2,Medio
15,0,3.0,64,1,1,1,2,61.7,2,Bajo
20,0,5.7,57,3,0,1,1,65.4,2,Bajo
16,1,1.2,77,2,1,1,3,65.3,1,Bajo
22,0,7.3,79,3,0,0,3,93.1,2,Medio
24,0,7.0,92,2,1,0,2,66.1,3,Medio
19,0,1.2,93,1,0,1,3,64.0,2,Bajo
21,0,7.5,52,1,0,1,3,87.0,2,Bajo
24,1,4.5,55,1,1,0,2,78.9,1,Bajo
16,1,5.6,80,3,0,1,1,68.0,3,Medio
22,0,6.7,75,3,0,0,1,78.8,2,Medio
16,1,0.7,57,1,1,1,2,96.0,3,Bajo
18,0,1.4,88,3,1,0,3,72.5,1,Bajo
15,1,2.3,78,3,1,1,2,50.2,3,Bajo
19,0,3.8,66,3,1,0,1,86.7,2,Medio
23,0,2.8,65,2,0,1,2,99.9,1,Medio
15,0,4.0,98,3,0,1,2,52.6,2,Bajo
23,0,1.5,94,1,0,1,1,80.6,3,Bajo
22,1,5.5,53,1,1,0,2,69.9,3,Bajo
20,0,0.4,59,3,1,0,2,78.2,1,Bajo
21,1,2.9,65,2,1,0,1,65.4,1,Medio
17,1,1.4,68,2,0,0,3,87.7,3,Bajo
15,1,5.8,88,2,1,1,2,54.7,1,Bajo
19,0,7.1,99,1,0,0,3,54.5,2,Bajo
16,1,0.6,62,1,1,0,3,77.0,1,Bajo
19,1,6.3,53,3,0,1,3,66.0,2,Bajo
22,1,7.2,81,3,0,1,3,96.2,2,Alto
23,0,7.8,67,3,1,0,2,59.6,3,Bajo
16,1,4.6,65,2,1,1,1,88.8,3,Medio
17,0,2.6,74,3,0,1,2,98.7,3,Medio
17,1,2.6,99,3,0,1,3,66.3,2,Medio
15,1,3.0,65,3,1,0,3,95.9,3,Medio
22,0,4.9,71,3,1,1,2,65.8,3,Medio
20,0,3.9,73,3,0,0,3,77.7,1,Medio
22,1,5.2,77,1,1,0,3,50.0,2,Bajo
23,0,0.3,72,1,1,0,2,63.2,2,Bajo
19,1,0.8,70,2,1,1,2,52.6,2,Bajo
17,1,7.8,58,2,0,0,1,51.5,2,Bajo
19,0,8.0,51,2,0,1,3,99.8,3,Bajo
19,0,6.0,87,1,0,1,3,88.2,1,Medio
19,0,2.1,77,1,0,0,2,66.8,2,Medio
17,1,7.6,75,3,0,0,2,84.1,3,Medio
24,1,1.7,76,2,0,1,3,76.3,2,Bajo
18,1,5.9,74,3,0,0,2,95.9,2,Medio
23,0,0.9,70,1,1,0,2,62.5,2,Bajo
24,0,5.2,87,3,1,0,2,75.6,2,Medio
23,0,6.1,74,3,0,1,3,50.3,1,Bajo
16,1,6.9,87,3,1,0,3,86.4,2,Alto
22,0,5.9,95,3,0,1,1,78.9,1,Medio
22,0,7.4,60,1,0,1,1,81.2,2,Bajo
21,1,4.2,77,1,1,1,1,86.3,1,Medio
22,0,5.4,98,1,0,0,1,69.1,2,Medio
17,0,3.0,85,1,1,0,3,57.8,3,Bajo
20,1,0.1,53,2,0,1,2,59.2,1,Bajo
15,1,6.1,68,2,1,0,3,86.6,1,Medio
21,1,7.0,73,3,1,1,3,99.7,3,Medio
15,1,1.4,71,3,0,0,3,72.5,1,Bajo
23,1,0.2,97,3,0,1,1,58.6,3,Bajo
15,1,1.3,74,3,1,0,2,53.5,1,Bajo
15,0,7.2,57,2,1,1,2,74.1,3,Bajo
21,0,2.4,69,1,0,1,3,85.8,2,Medio
16,1,1.9,50,3,1,1,1,80.1,2,Bajo
19,1,0.1,53,2,0,0,3,64.6,1,Bajo
22,0,2.4,61,2,0,0,2,79.7,3,Medio
22,1,5.7,74,3,0,1,2,77.2,2,Medio
17,1,7.7,70,3,0,1,3,60.8,2,Bajo
21,0,2.5,68,2,0,0,2,70.5,1,Medio
17,0,1.9,83,2,1,0,1,93.8,2,Bajo
20,1,7.1,55,3,1,0,2,87.6,3,Bajo
20,1,6.8,84,1,0,0,3,96.5,1,Medio
17,0,2.6,52,1,0,1,2,94.6,3,Bajo
21,1,0.6,82,3,1,1,3,62.4,3,Bajo
17,0,7.9,58,3,0,1,3,93.1,2,Bajo
22,0,5.4,56,1,1,1,1,80.8,1,Bajo
24,1,7.4,90,2,0,1,3,98.1,2,Alto
18,0,2.7,76,3,1,0,3,59.8,1,Bajo
15,0,5.2,50,3,0,1,2,67.2,3,Bajo
18,0,5.4,89,1,0,1,2,70.0,2,Medio
21,1,7.0,67,3,1,0,2,51.2,3,Bajo
18,1,7.9,84,2,0,1,1,74.0,3,Medio
20,1,0.9,66,2,0,0,1,97.2,3,Bajo
23,0,5.0,88,3,0,0,2,90.8,3,Medio
15,0,2.7,60,2,0,0,1,60.0,1,Bajo
19,1,6.5,86,2,1,1,2,64.1,1,Bajo
21,0,6.0,94,2,1,0,1,98.8,2,Alto
15,0,7.1,60,3,1,0,3,53.0,1,Bajo
18,1,2.7,52,3,1,0,2,72.7,2,Bajo
20,0,1.5,62,3,1,1,2,94.3,2,Bajo
16,0,0.2,77,2,0,0,1,84.9,1,Bajo
24,0,2.0,87,1,1,0,1,99.1,2,Bajo
